,movieid,Cluster,title
4076,4533,151,"Return of the Living Dead, The (1985)"
4077,4534,112,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)
4078,4535,130,"Man from Snowy River, The (1982)"
4079,4536,165,Rocket Gibraltar (1988)
4080,4537,64,Running on Empty (1988)
4081,4538,78,Salome's Last Dance (1988)
4082,4540,6,Satisfaction (a.k.a. Girls of Summer) (1988)
4083,4541,59,"Serpent and the Rainbow, The (1988)"
4084,4542,172,Shakedown (1988)
4085,4543,59,Shoot to Kill (1988)
4086,4544,184,Short Circuit 2 (1988)
4087,4545,20,Short Circuit (1986)
4088,4546,55,"Vanishing, The (Spoorloos) (1988)"
4089,4547,65,Stormy Monday (1988)
4090,4548,133,Sunset (1988)
4091,4550,155,Switching Channels (1988)
4092,4552,12,"Tetsuo, the Ironman (Tetsuo) (1988)"
4093,4553,89,They Live (1988)
4094,4555,8,Torch Song Trilogy (1988)
4095,4556,192,Track 29 (1988)
4096,4557,112,Tucker: The Man and His Dream (1988)
4097,4558,14,Twins (1988)
4098,4559,117,Vice Versa (1988)
4099,4560,197,Watchers (1988)
4100,4561,82,Waxwork (1988)
4101,4562,103,Without a Clue (1988)
4102,4563,136,Young Einstein (1988)
4103,4564,43,Always (1989)
4104,4565,107,American Ninja (1985)
4105,4566,57,American Ninja 2: The Confrontation (1987)
4106,4567,151,American Ninja 3: Blood Hunt (1989)
4107,4568,40,Best of the Best (1989)
4108,4569,13,Best of the Best 2 (1993)
4109,4570,194,"Big Picture, The (1989)"
4110,4571,51,Bill & Ted's Excellent Adventure (1989)
4111,4572,24,Black Rain (1989)
4112,4573,159,Blaze (1989)
4113,4574,139,Blind Fury (1989)
4114,4575,159,Breaking In (1989)
4115,4576,175,C.H.U.D. II - Bud the Chud (1989)
4116,4577,113,Casualties of War (1989)
4117,4578,113,Chances Are (1989)
4118,4579,116,Cookie (1989)
4119,4580,22,Cyborg (1989)
4120,4581,51,Dad (1989)
4121,4582,60,Dead Bang (1989)
4122,4583,45,Disorganized Crime (1989)
4123,4584,76,Dream a Little Dream (1989)
4124,4585,3,"Dream Team, The (1989)"
4125,4586,135,"Dry White Season, A (1989)"
4126,4587,184,Earth Girls Are Easy (1988)
4127,4588,60,Eddie and the Cruisers II: Eddie Lives! (1989)
4128,4589,130,Eddie and the Cruisers (1983)
4129,4590,130,Enemies: A Love Story (1989)
4130,4591,59,Erik the Viking (1989)
4131,4592,97,"Experts, The (1989)"
4132,4593,8,Family Business (1989)
4133,4594,75,Farewell to the King (1989)
4134,4595,77,Fat Man and Little Boy (1989)
4135,4597,14,Gleaming the Cube (1989)
4136,4598,20,Going Overboard (1989)
4137,4599,60,Great Balls of Fire! (1989)
4138,4600,116,Gross Anatomy (a.k.a. A Cut Above) (1989)
4139,4601,143,Happy Together (1989)
4140,4602,25,Harlem Nights (1989)
4141,4603,8,Her Alibi (1989)
4142,4605,97,How to Get Ahead in Advertising (1989)
4143,4606,186,Immediate Family (1989)
4144,4607,153,In Country (1989)
4145,4608,123,"Innocent Man, An (1989)"
4146,4609,80,Jacknife (1989)
4147,4610,101,"January Man, The (1989)"
4148,4611,98,Johnny Handsome (1989)
4149,4612,168,Jesus of Montreal (Jésus de Montréal) (1989)
4150,4613,172,K-9 (1989)
4151,4614,14,Kickboxer (1989)
4152,4615,158,Last Exit to Brooklyn (1989)
4153,4616,54,Lean on Me (1989)
4154,4617,60,Let It Ride (1989)
4155,4618,184,Leviathan (1989)
4156,4619,180,Little Monsters (1989)
4157,4620,141,Lock Up (1989)
4158,4621,180,Look Who's Talking (1989)
4159,4622,0,Loverboy (1989)
4160,4623,184,Major League (1989)
4161,4624,115,Meet the Feebles (1989)
4162,4625,37,Millennium (1989)
4163,4626,47,Miracle Mile (1989)
4164,4627,150,Miss Firecracker (1989)
4165,4628,54,New York Stories (1989)
4166,4629,58,Next of Kin (1989)
4167,4630,2,No Holds Barred (1989)
4168,4631,62,Old Gringo (1989)
4169,4632,28,"Package, The (1989)"
4170,4633,131,Parents (1989)
4171,4634,153,Penn & Teller Get Killed (1989)
4172,4635,153,Pink Cadillac (1989)
4173,4636,68,"Punisher, The (1989)"
4174,4637,103,Red Scorpion (1989)
4175,4638,180,Jurassic Park III (2001)
4176,4639,159,America's Sweethearts (2001)
4177,4640,151,Brother (2000)
4178,4641,59,Ghost World (2001)
4179,4642,171,Hedwig and the Angry Inch (2000)
4180,4643,123,Planet of the Apes (2001)
4181,4644,130,Bread and Tulips (Pane e tulipani) (2000)
4182,4645,67,Cure (1997)
4183,4646,84,Greenfingers (2000)
4184,4649,160,Wet Hot American Summer (2001)
4185,4650,51,Relentless (1989)
4186,4651,20,Renegades (1989)
4187,4652,160,"Return of Swamp Thing, The (1989)"
4188,4653,101,"Return of the Musketeers, The (1989)"
4189,4654,160,Road House (1989)
4190,4655,121,Romero (1989)
4191,4657,44,Rude Awakening (1989)
4192,4658,46,Santa Sangre (1989)
4193,4659,92,Scandal (1989)
4194,4660,3,Scenes from the Class Struggle in Beverly Hills (1989)
4195,4661,3,Sea of Love (1989)
4196,4662,11,"See No Evil, Hear No Evil (1989)"
4197,4663,185,She's Out of Control (1989)
4198,4664,23,Shirley Valentine (1989)
4199,4665,53,Shocker (1989)
4200,4666,189,Skin Deep (1989)
4201,4667,37,Slaves of New York (1989)
4202,4668,81,Some Girls (1988)
4203,4669,49,Stepfather II (1989)
4204,4670,40,"Stepfather, The (1987)"
4205,4671,143,Sweetie (1989)
4206,4672,143,"Tall Guy, The (1989)"
4207,4673,121,Tango & Cash (1989)
4208,4674,58,Tap (1989)
4209,4675,160,Three Fugitives (1989)
4210,4676,111,Troop Beverly Hills (1989)
4211,4677,15,Turner & Hooch (1989)
4212,4678,60,UHF (1989)
4213,4679,87,Uncle Buck (1989)
4214,4680,33,Vampire's Kiss (1989)
4215,4681,199,"War of the Roses, The (1989)"
4216,4682,67,Warlock (1989)
4217,4683,53,"Wizard, The (1989)"
4218,4684,152,Worth Winning (1989)
4219,4685,143,Warlock: The Armageddon (1993)
4220,4686,5,Weekend at Bernie's II (1993)
4221,4687,135,Billy Liar (1963)
4222,4688,34,Black Robe (1991)
4223,4689,160,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)"
4224,4690,109,"Cotton Club, The (1984)"
4225,4691,3,Def-Con 4 (1985)
4226,4692,160,"Hotel New Hampshire, The (1984)"
4227,4694,78,Left Luggage (1998)
4228,4695,153,Who'll Stop the Rain (1978)
4229,4696,36,"Zorro, the Gay Blade (1981)"
4230,4697,58,Basket Case (1982)
4231,4698,137,Orphans (1997)
4232,4699,81,Original Sin (2001)
4233,4700,140,"Princess Diaries, The (2001)"
4234,4701,89,Rush Hour 2 (2001)
4235,4702,14,Thomas in Love (Thomas est Amoureux) (2000)
4236,4703,80,Chocolat (1988)
4237,4704,105,Hatari! (1962)
4238,4705,97,"Cage aux Folles, La (1978)"
4239,4706,96,"Cage aux Folles II, La (1980)"
4240,4707,63,Liebestraum (1991)
4241,4708,111,Marat/Sade (1966)
4242,4709,9,Paint Your Wagon (1969)
4243,4710,135,"Shootist, The (1976)"
4244,4711,103,Theremin: An Electronic Odyssey (1993)
4245,4712,131,"Wild Child, The (Enfant sauvage, L') (1970)"
4246,4713,131,Altered States (1980)
4247,4714,131,Any Which Way You Can (1980)
4248,4715,131,"Awakening, The (1980)"
4249,4716,37,Bad Timing: A Sensual Obsession (1980)
4250,4717,5,"Battle Creek Brawl (Big Brawl, The) (1980)"
4251,4718,149,American Pie 2 (2001)
4252,4719,113,Osmosis Jones (2001)
4253,4720,96,"Others, The (2001)"
4254,4721,108,American Outlaws (2001)
4255,4722,54,All Over the Guy (2001)
4256,4723,32,"Deep End, The (2001)"
4257,4724,15,On the Edge (2001)
4258,4725,54,Session 9 (2001)
4259,4727,131,Captain Corelli's Mandolin (2001)
4260,4728,153,Rat Race (2001)
4261,4729,130,Aberdeen (2000)
4262,4731,165,Innocence (2000)
4263,4732,46,Bubble Boy (2001)
4264,4733,157,"Curse of the Jade Scorpion, The (2001)"
4265,4734,27,Jay and Silent Bob Strike Back (2001)
4266,4735,122,Ghosts of Mars (2001)
4267,4736,160,Summer Catch (2001)
4268,4737,135,"American Rhapsody, An (2001)"
4269,4738,12,Happy Accidents (2000)
4270,4740,69,Maybe Baby (2000)
4271,4741,149,Together (Tillsammans) (2000)
4272,4743,16,Tortilla Soup (2001)
4273,4744,87,Jeepers Creepers (2001)
4274,4745,76,O (2001)
4275,4746,130,Waking Up in Reno (2002)
4276,4748,153,3 Ninjas (1992)
4277,4749,94,3 Ninjas Kick Back (1994)
4278,4750,162,3 Ninjas Knuckle Up (1995)
4279,4751,45,"Hunter, The (1980)"
4280,4752,105,Maniac (1980)
4281,4753,174,Vamp (1986)
4282,4754,110,"Wicker Man, The (1973)"
4283,4755,85,Wish Upon a Star (1996)
4284,4756,30,"Musketeer, The (2001)"
4285,4757,37,Rock Star (2001)
4286,4758,164,Soul Survivors (a.k.a. The Killer Cut) (2001)
4287,4759,115,Two Can Play That Game (2001)
4288,4761,88,Diamond Men (2001)
4289,4763,171,"Iron Ladies, The (Satree lek) (2000)"
4290,4764,11,Kill Me Later (2001)
4291,4765,74,L.I.E. (2001)
4292,4766,86,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)"
4293,4767,152,Abbott and Costello Meet the Mummy (1955)
4294,4768,40,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)"
4295,4769,78,Into the Arms of Strangers: Stories of the Kindertransport (2000)
4296,4770,155,"Glass House, The (2001)"
4297,4771,164,Hardball (2001)
4298,4772,81,Dinner Rush (2000)
4299,4773,49,Haiku Tunnel (2001)
4300,4774,58,Big Trouble (2002)
4301,4775,36,Glitter (2001)
4302,4776,86,Training Day (2001)
4303,4777,14,"American Astronaut, The (2001)"
4304,4778,47,Children Underground (2001)
4305,4779,162,Go Tigers! (2001)
4306,4780,133,Liam (2000)
4307,4781,87,Megiddo: The Omega Code 2 (2001)
4308,4782,3,Sidewalks of New York (2001)
4309,4783,29,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)"
4310,4784,144,"French Lieutenant's Woman, The (1981)"
4311,4785,184,"Great Silence, The (Grande silenzio, Il) (1969)"
4312,4786,33,"Legend of Hell House, The (1973)"
4313,4787,86,Little Man Tate (1991)
4314,4788,28,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)
4315,4789,97,Phantom of the Paradise (1974)
4316,4790,175,"Return of a Man Called Horse, The (1976)"
4317,4791,88,Valdez Is Coming (1971)
4318,4792,67,13 Ghosts (1960)
4319,4793,20,Montenegro (1981)
4320,4794,95,Opera (1987)
4321,4795,58,Father Goose (1964)
4322,4796,54,"Grass Is Greener, The (1960)"
4323,4797,199,"Hole in the Head, A (1959)"
4324,4798,58,Indiscreet (1958)
4325,4799,113,"It's a Mad, Mad, Mad, Mad World (1963)"
4326,4800,102,King Solomon's Mines (1937)
4327,4801,118,"Little Foxes, The (1941)"
4328,4802,62,Operation Petticoat (1959)
4329,4803,168,Play Misty for Me (1971)
4330,4804,168,Pocketful of Miracles (1961)
4331,4805,20,Sayonara (1957)
4332,4806,67,"Shop on Main Street, The (Obchod na korze) (1965)"
4333,4807,153,Spring Break (1983)
4334,4808,165,"Vanishing, The (1993)"
4335,4809,198,Silkwood (1983)
4336,4810,59,I Never Promised You a Rose Garden (1977)
4337,4811,93,Quadrophenia (1979)
4338,4812,29,SpaceCamp (1986)
4339,4813,94,When Worlds Collide (1951)
4340,4814,94,Don't Say a Word (2001)
4341,4815,19,Hearts in Atlantis (2001)
4342,4816,124,Zoolander (2001)
4343,4817,27,Born Romantic (2000)
4344,4818,9,Extreme Days (2001)
4345,4819,2,Go Figure (Va savoir) (2001)
4346,4821,116,Joy Ride (2001)
4347,4822,114,Max Keeble's Big Move (2001)
4348,4823,157,Serendipity (2001)
4349,4824,185,Grateful Dawg (2000)
4350,4825,93,"Swamp, The (Ciénaga, La) (2001)"
4351,4826,67,"Big Red One, The (1980)"
4352,4827,113,"Boogeyman, The (1980)"
4353,4828,71,"Party, The (Boum, La) (1980)"
4354,4829,67,Lady in a Cage (1964)
4355,4830,103,Brubaker (1980)
4356,4831,151,Can't Stop the Music (1980)
4357,4832,33,Carny (1980)
4358,4833,103,"Changeling, The (1980)"
4359,4834,177,Cheech & Chong's Next Movie (1980)
4360,4835,90,Coal Miner's Daughter (1980)
4361,4836,79,"Competition, The (1980)"
4362,4837,181,Cruising (1980)
4363,4838,94,D.O.A. (1980)
4364,4839,72,Death Ship (1980)
4365,4840,58,"Last Metro, The (Dernier métro, Le) (1980)"
4366,4841,121,Divine Madness! (1980)
4367,4842,158,"Dogs of War, The (1980)"
4368,4844,72,Bandits (2001)
4369,4845,168,Corky Romano (2001)
4370,4846,88,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)
4371,4847,119,Fat Girl (À ma soeur!) (2001)
4372,4848,137,Mulholland Drive (2001)
4373,4849,113,My First Mister (2001)
4374,4850,158,Spriggan (Supurigan) (1998)
4375,4851,97,Things Behind the Sun (2001)
4376,4852,125,Bones (2001)
4377,4853,60,Brannigan (1975)
4378,4854,54,Clambake (1967)
4379,4855,158,Dirty Harry (1971)
4380,4856,103,Destiny in Space (1994)
4381,4857,92,Fiddler on the Roof (1971)
4382,4858,98,Hail Columbia! (1982)
4383,4860,123,Making the Grade (1984)
4384,4861,78,Mission to Mir (1997)
4385,4862,117,Not Without My Daughter (1991)
4386,4863,103,Female Trouble (1975)
4387,4864,160,Titanica (1992)
4388,4865,75,From Hell (2001)
4389,4866,59,"Last Castle, The (2001)"
4390,4867,183,Riding in Cars with Boys (2001)
4391,4868,24,Bangkok Dangerous (2000)
4392,4869,169,Burnt Money (Plata Quemada) (2000)
4393,4870,8,Dancing at the Blue Iguana (2000)
4394,4871,123,Focus (2001)
4395,4872,99,Intimacy (2000)
4396,4873,22,Waking Life (2001)
4397,4874,177,K-PAX (2001)
4398,4875,67,On the Line (2001)
4399,4876,72,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
4400,4877,40,Better Than Sex (2000)
4401,4878,98,Donnie Darko (2001)
4402,4879,14,High Heels and Low Lifes (2001)
4403,4880,103,Life as a House (2001)
4404,4881,103,"Man Who Wasn't There, The (2001)"
4405,4884,173,Trembling Before G-d (2001)
4406,4885,152,Domestic Disturbance (2001)
4407,4886,142,"Monsters, Inc. (2001)"
4408,4887,131,"One, The (2001)"
4409,4888,58,Tape (2001)
4410,4889,14,Heist (2001)
4411,4890,40,Shallow Hal (2001)
4412,4892,157,Maze (2000)
4413,4893,7,When a Stranger Calls (1979)
4414,4894,182,Timerider: The Adventure of Lyle Swann (1982)
4415,4895,52,"Wash, The (2001)"
4416,4896,113,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
4417,4897,101,"Fluffer, The (2001)"
4418,4898,157,Novocaine (2001)
4419,4899,175,Black Knight (2001)
4420,4900,74,Out Cold (2001)
4421,4901,8,Spy Game (2001)
4422,4902,2,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
4423,4903,14,In the Bedroom (2001)
4424,4907,8,Across 110th Street (1972)
4425,4908,12,"Little Soldier, The (Petit soldat, Le) (1963)"
4426,4909,119,"Incredible Shrinking Woman, The (1981)"
4427,4911,153,Jabberwocky (1977)
4428,4912,133,Funny Girl (1968)
4429,4914,93,Breathless (À bout de souffle) (1960)
4430,4915,130,"Beastmaster, The (1982)"
4431,4916,105,Midway (1976)
4432,4917,37,MacArthur (1977)
4433,4918,1,"Young Lions, The (1958)"
4434,4919,94,Subway (1985)
4435,4920,124,"Now, Voyager (1942)"
4436,4921,60,Little Women (1933)
4437,4922,5,Halls of Montezuma (1950)
4438,4923,81,Guadalcanal Diary (1943)
4439,4924,188,Anzio (1968)
4440,4925,49,"Cheap Detective, The (1978)"
4441,4926,16,Everybody's Famous! (Iedereen beroemd!) (2000)
4442,4927,12,"Last Wave, The (1977)"
4443,4928,80,That Obscure Object of Desire (Cet obscur objet du désir) (1977)
4444,4929,8,"Toy, The (1982)"
4445,4930,98,Funeral in Berlin (1966)
4446,4932,138,Dressed to Kill (1980)
4447,4933,97,"Earthling, The (1980)"
4448,4934,161,"Exterminator, The (1980)"
4449,4935,58,"Falls, The (1980)"
4450,4936,122,Fame (1980)
4451,4937,186,Fatso (1980)
4452,4938,14,"Aviator's Wife, The (La femme de l'aviateur) (1981)"
4453,4939,54,"Final Countdown, The (1980)"
4454,4940,23,"First Deadly Sin, The (1980)"
4455,4941,137,Flash Gordon (1980)
4456,4942,164,"Angry Red Planet, The (1959)"
4457,4943,108,At the Earth's Core (1976)
4458,4944,164,Empire of the Ants (1977)
4459,4945,9,"Enforcer, The (1976)"
4460,4946,115,"Eye for an Eye, An (1981)"
4461,4947,157,"Gauntlet, The (1977)"
4462,4949,5,Invasion U.S.A. (1985)
4463,4950,8,Lone Wolf McQuade (1983)
4464,4951,112,Lord of the Flies (1990)
4465,4952,162,Morons From Outer Space (1985)
4466,4953,46,"People That Time Forgot, The (1977)"
4467,4954,68,Ocean's Eleven (a.k.a. Ocean's 11) (1960)
4468,4955,96,"Sicilian, The (1987)"
4469,4956,24,"Stunt Man, The (1980)"
4470,4957,14,Sudden Impact (1983)
4471,4958,136,Behind Enemy Lines (2001)
4472,4959,132,"Affair of the Necklace, The (2001)"
4473,4960,87,"Independent, The (2000)"
4474,4961,97,Pornstar: The Legend of Ron Jeremy (2001)
4475,4962,131,Texas Rangers (2001)
4476,4963,192,Ocean's Eleven (2001)
4477,4964,1,Baran (2001)
4478,4965,77,"Business of Strangers, The (2001)"
4479,4966,86,"Incredible Shrinking Man, The (1957)"
4480,4967,112,No Man's Land (2001)
4481,4968,136,Piñero (2001)
4482,4969,59,And Then There Were None (1945)
4483,4970,129,"Blue Angel, The (Blaue Engel, Der) (1930)"
4484,4971,157,Moscow on the Hudson (1984)
4485,4972,176,"Owl and the Pussycat, The (1970)"
4486,4973,78,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
4487,4974,105,Not Another Teen Movie (2001)
4488,4975,101,Vanilla Sky (2001)
4489,4976,101,Iris (2001)
4490,4977,65,Kandahar (Safar e Ghandehar) (2001)
4491,4978,98,Lantana (2001)
4492,4979,160,"Royal Tenenbaums, The (2001)"
4493,4980,33,Bill & Ted's Bogus Journey (1991)
4494,4981,29,Clockwise (1986)
4495,4982,49,"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)"
4496,4983,58,"Holcroft Covenant, The (1985)"
4497,4984,103,Morgan! (1966)
4498,4985,103,Sheena (1984)
4499,4986,160,Silent Rage (1982)
4500,4987,46,Spacehunter: Adventures in the Forbidden Zone (1983)
4501,4988,42,White Water Summer (1987)
4502,4989,33,How High (2001)
4503,4990,36,Jimmy Neutron: Boy Genius (2001)
4504,4991,97,Joe Somebody (2001)
4505,4992,87,Kate & Leopold (2001)
4506,4993,80,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
4507,4994,80,"Majestic, The (2001)"
4508,4995,67,"Beautiful Mind, A (2001)"
4509,4996,109,Little Otik (Otesánek) (2000)
4510,4997,98,"Convent, The (2000)"
4511,4998,109,"Defiant Ones, The (1958)"
4512,4999,88,Dodsworth (1936)
4513,5000,36,Medium Cool (1969)
4514,5001,14,Sahara (1943)
4515,5002,46,Fritz the Cat (1972)
4516,5003,87,"Nine Lives of Fritz the Cat, The (1974)"
4517,5004,161,"Party, The (1968)"
4518,5005,143,Separate Tables (1958)
4519,5006,165,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992)
4520,5007,58,Topkapi (1964)
4521,5008,81,Witness for the Prosecution (1957)
4522,5009,14,Ali (2001)
4523,5010,14,Black Hawk Down (2001)
4524,5011,33,Charlotte Gray (2001)
4525,5012,160,Yentl (1983)
4526,5013,111,Gosford Park (2001)
4527,5014,177,I Am Sam (2001)
4528,5015,8,Monster's Ball (2001)
4529,5016,81,"Shipping News, The (2001)"
4530,5017,121,"Big Heat, The (1953)"
4531,5018,160,Motorama (1991)
4532,5021,153,Murder by Death (1976)
4533,5022,71,"Servant, The (1963)"
4534,5023,99,"Waterdance, The (1992)"
4535,5024,156,Come Undone (Presque Rien) (2000)
4536,5025,107,Orange County (2002)
4537,5026,107,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)"
4538,5027,107,Another 48 Hrs. (1990)
4539,5028,122,What Time Is It There? (Ni neibian jidian) (2001)
4540,5029,42,China Moon (1994)
4541,5033,36,"Russia House, The (1990)"
4542,5034,199,"Truly, Madly, Deeply (1991)"
4543,5035,168,Wuthering Heights (1970)
4544,5036,121,California Suite (1978)
4545,5037,5,"Long Gray Line, The (1955)"
4546,5038,20,"Flight of Dragons, The (1982)"
4547,5039,63,Dragonslayer (1981)
4548,5040,187,Conan the Destroyer (1984)
4549,5041,85,Fire and Ice (1983)
4550,5042,86,Forbidden Zone (1980)
4551,5044,51,Foxes (1980)
4552,5045,31,Galaxina (1980)
4553,5046,46,Impostor (2002)
4554,5047,127,Kung Pow: Enter the Fist (2002)
4555,5048,128,Snow Dogs (2002)
4556,5049,11,48 Hrs. (1982)
4557,5051,156,Italian for Beginners (Italiensk for begyndere) (2000)
4558,5053,99,Blankman (1994)
4559,5054,81,Brainstorm (1983)
4560,5055,81,Dragon: The Bruce Lee Story (1993)
4561,5056,81,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)"
4562,5057,68,4 for Texas (1963)
4563,5058,128,Heart of Glass (Herz aus Glas) (1976)
4564,5059,43,Little Dieter Needs to Fly (1997)
4565,5060,154,M*A*S*H (a.k.a. MASH) (1970)
4566,5061,179,Mrs. Soffel (1984)
4567,5062,100,Seconds (1966)
4568,5063,124,One-Eyed Jacks (1961)
4569,5064,42,The Count of Monte Cristo (2002)
4570,5065,115,"Mothman Prophecies, The (2002)"
4571,5066,131,"Walk to Remember, A (2002)"
4572,5068,40,Beijing Bicycle (Shiqi sui de dan che) (2001)
4573,5069,162,Escaflowne: The Movie (Escaflowne) (2000)
4574,5071,14,Maelström (2000)
4575,5072,84,Metropolis (2001)
4576,5073,188,"Son's Room, The (Stanza del figlio, La) (2001)"
4577,5074,14,Storytelling (2001)
4578,5075,194,Waydowntown (2000)
4579,5076,143,"Adventures of Huck Finn, The (1993)"
4580,5077,177,Cousins (1989)
4581,5078,147,Falling in Love (1984)
4582,5079,150,Young at Heart (1954)
4583,5080,197,Slackers (2002)
4584,5081,85,Birthday Girl (2001)
4585,5083,101,Rare Birds (2001)
4586,5084,66,Caged Heat (1974)
4587,5085,153,Carmen Jones (1954)
4588,5086,168,"Five Heartbeats, The (1991)"
4589,5087,58,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978)
4590,5088,194,"Going Places (Valseuses, Les) (1974)"
4591,5090,85,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)"
4592,5091,31,The Man from Acapulco (1973)
4593,5092,122,Big Fat Liar (2002)
4594,5093,2,Collateral Damage (2002)
4595,5094,122,Rollerball (2002)
4596,5095,87,"Scotland, Pa. (2001)"
4597,5096,179,Baby's Day Out (1994)
4598,5097,177,Bright Eyes (1934)
4599,5098,167,Dimples (1936)
4600,5099,49,Heidi (1937)
4601,5100,192,"Man Who Loved Women, The (1983)"
4602,5101,111,Richard Pryor Here and Now (1983)
4603,5102,60,Rookie of the Year (1993)
4604,5103,160,"Sandlot, The (1993)"
4605,5104,20,Cows (Vacas) (1991)
4606,5105,160,Don't Look Now (1973)
4607,5106,40,Crossroads (2002)
4608,5107,77,Hart's War (2002)
4609,5108,153,John Q (2002)
4610,5109,157,Return to Never Land (2002)
4611,5110,60,Super Troopers (2001)
4612,5111,67,"Good Son, The (1993)"
4613,5112,128,Last Orders (2001)
4614,5113,36,After the Fox (Caccia alla volpe) (1966)
4615,5114,188,"Bad and the Beautiful, The (1952)"
4616,5116,160,Designing Woman (1957)
4617,5117,160,Funny Lady (1975)
4618,5118,14,"Heartbreak Kid, The (1972)"
4619,5119,52,Saturday Night and Sunday Morning (1960)
4620,5120,68,Sleuth (1972)
4621,5121,143,Stroszek (1977)
4622,5122,97,Summer of '42 (1971)
4623,5123,42,"Touch of Class, A (1973)"
4624,5125,78,Used Cars (1980)
4625,5126,67,"Deadly Mantis, The (1957)"
4626,5127,78,Dragonfly (2002)
4627,5128,109,Queen of the Damned (2002)
4628,5131,109,How to Kill Your Neighbor's Dog (2000)
4629,5134,124,Mean Machine (2001)
4630,5135,124,Monsoon Wedding (2001)
4631,5136,124,Wendigo (2001)
4632,5137,124,Scratch (2001)
4633,5139,76,"Bad News Bears, The (1976)"
4634,5140,192,"Bad News Bears Go to Japan, The (1978)"
4635,5141,112,"Bad News Bears in Breaking Training, The (1977)"
4636,5142,160,"Firemen's Ball, The (Horí, má panenko) (1967)"
4637,5143,167,"Lone Ranger, The (1956)"
4638,5145,105,Loves of a Blonde (Lásky jedné plavovlásky) (1965)
4639,5146,58,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
4640,5147,160,Wild Strawberries (Smultronstället) (1957)
4641,5148,49,Black Like Me (1964)
4642,5151,130,40 Days and 40 Nights (2002)
4643,5152,103,We Were Soldiers (2002)
4644,5153,97,Trouble Every Day (2001)
4645,5155,37,"Big Bird Cage, The (1972)"
4646,5157,180,"Church, The (Chiesa, La) (1989)"
4647,5158,153,Cross Creek (1983)
4648,5159,113,Ferngully: The Last Rainforest (1992)
4649,5160,134,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980)
4650,5161,160,Intersection (1994)
4651,5162,139,"Jo Jo Dancer, Your Life is Calling (1986)"
4652,5163,137,StageFright: Aquarius (1987)
4653,5164,60,"Troll in Central Park, A (1994)"
4654,5165,160,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)
4655,5167,137,My Favorite Brunette (1947)
4656,5168,67,Royal Wedding (1951)
4657,5169,170,Scarlet Street (1945)
4658,5170,93,All About the Benjamins (2002)
4659,5171,47,"Time Machine, The (2002)"
4660,5172,98,Full Frontal (2002)
4661,5173,97,Divorcing Jack (1998)
4662,5174,29,"Field, The (1990)"
4663,5175,175,Hidden Agenda (1990)
4664,5177,139,"Magnificent Ambersons, The (1942)"
4665,5179,122,Gloria (1980)
4666,5180,14,"Great Rock 'n' Roll Swindle, The (1980)"
4667,5181,186,Hangar 18 (1980)
4668,5182,98,Hawk the Slayer (1980)
4669,5183,35,He Knows You're Alone (a.k.a. Blood Wedding) (1980)
4670,5184,58,Heaven's Gate (1980)
4671,5185,199,Hero at Large (1980)
4672,5186,111,Honeysuckle Rose (a.k.a. On the Road Again) (1980)
4673,5187,58,Hopscotch (1980)
4674,5188,8,How to Beat the High Cost of Living (1980)
4675,5189,87,Humanoids from the Deep (1980)
4676,5190,185,Inside Moves (1980)
4677,5192,191,"Island, The (1980)"
4678,5193,63,"Jazz Singer, The (1980)"
4679,5194,105,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980)
4680,5195,75,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)"
4681,5196,61,Lion of the Desert (1980)
4682,5197,199,Little Darlings (1980)
4683,5198,57,"Long Good Friday, The (1980)"
4684,5199,3,"Long Riders, The (1980)"
4685,5200,83,"Man Who Saw Tomorrow, The (1980)"
4686,5202,155,Mon oncle d'Amérique (1980)
4687,5203,162,The Monster Club (1981)
4688,5204,95,Death Watch (La Mort en Direct) (1980)
4689,5205,40,Motel Hell (1980)
4690,5206,22,Mother's Day (1980)
