,movieid,Cluster,title,genres
5615,6348,6,Breakin' 2: Electric Boogaloo (1984),Musical
5616,6349,6,Breakin' (1984),Drama|Musical
5617,6350,45,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
5618,6351,64,Hysterical Blindness (2002),Drama
5619,6352,6,Lambada (1990),Drama
5620,6354,192,"Carpetbaggers, The (1964)",Drama
5621,6355,6,"Girls, Les (1957)",Musical
5622,6356,168,Gunfight at the O.K. Corral (1957),Western
5623,6357,127,High Society (1956),Comedy|Musical|Romance
5624,6358,127,Kiss Me Kate (1953),Comedy|Musical|Romance
5625,6365,22,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
5626,6366,151,Dracula: Pages from a Virgin's Diary (2001),Horror|Mystery
5627,6367,82,Down with Love (2003),Comedy|Romance
5628,6368,187,Cinemania (2002),Documentary
5629,6370,23,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
5630,6371,140,Pokémon Heroes (2003),Animation|Children
5631,6373,73,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
5632,6374,84,"In-Laws, The (2003)",Comedy
5633,6375,93,Gigantic (A Tale of Two Johns) (2002),Documentary
5634,6376,183,Respiro (2002),Comedy|Drama
5635,6377,146,Finding Nemo (2003),Adventure|Animation|Children|Comedy
5636,6378,62,"Italian Job, The (2003)",Action|Crime
5637,6379,126,Wrong Turn (2003),Horror|Thriller
5638,6380,150,Capturing the Friedmans (2003),Documentary
5639,6382,67,Together (Han ni Zai Yiki) (2002),Drama
5640,6383,33,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
5641,6384,20,Love the Hard Way (2001),Crime|Drama|Romance
5642,6385,120,Whale Rider (2002),Drama
5643,6386,168,Nevada Smith (1966),Western
5644,6387,34,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller
5645,6388,114,Regeneration (1997),Drama|War
5646,6390,6,Silk Stockings (1957),Musical
5647,6391,110,Snowball Express (1972),Children|Comedy
5648,6392,168,"Man Called Horse, A (1970)",Adventure|Drama|Western
5649,6394,168,Big Jake (1971),Western
5650,6395,145,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Action|Drama|Horror|Sci-Fi|Thriller
5651,6396,56,Dementia 13 (1963),Horror|Thriller
5652,6398,42,Le Mans (1971),Action|Adventure
5653,6400,102,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary
5654,6401,168,Rio Lobo (1970),Adventure|Romance|War|Western
5655,6403,89,"Swimmer, The (1968)",Drama
5656,6404,123,"White Sheik, The (Sceicco bianco, Lo) (1952)",Comedy|Romance
5657,6405,104,Treasure Island (1950),Adventure|Children
5658,6406,56,Two Evil Eyes (1990),Horror
5659,6407,164,"Walk, Don't Run (1966)",Comedy|Romance
5660,6408,138,Animals are Beautiful People (1974),Comedy|Documentary
5661,6409,168,Bend of the River (1952),Western
5662,6410,42,Car Wash (1976),Comedy
5663,6412,168,Destry Rides Again (1939),Comedy|Western
5664,6413,67,"Electric Horseman, The (1979)",Comedy|Western
5665,6414,197,Gay Purr-ee (1962),Animation|Children|Musical
5666,6416,196,King Rat (1965),Drama|War
5667,6417,16,Live Wire (1992),Action
5668,6419,64,Mr. & Mrs. Bridge (1990),Drama
5669,6422,90,Shenandoah (1965),Drama|War|Western
5670,6423,41,Straight Talk (1992),Comedy
5671,6424,84,Oscar (1991),Comedy|Crime|Mystery|Romance
5672,6425,66,"6th Man, The (Sixth Man, The) (1997)",Comedy
5673,6426,168,"Far Country, The (1954)",Western
5674,6427,67,"Railway Children, The (1970)",Children|Drama
5675,6428,168,Two Mules for Sister Sara (1970),Comedy|War|Western
5676,6429,168,Winchester '73 (1950),Western
5677,6430,93,Ziggy Stardust and the Spiders from Mars (1973),Documentary|Musical
5678,6432,57,"Courtship of Eddie's Father, The (1963)",Comedy
5679,6433,132,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary
5680,6434,42,"Objective, Burma! (1945)",War
5681,6436,44,This Boy's Life (1993),Drama
5682,6437,98,13 Rue Madeleine (1947),Thriller|War
5683,6440,117,Barton Fink (1991),Drama|Thriller
5684,6441,191,Battle of Britain (1969),War
5685,6442,8,Belle époque (1992),Comedy|Romance
5686,6445,191,Cloak and Dagger (1946),Drama|Romance
5687,6446,168,"Comancheros, The (1961)",Action|Adventure|Drama|Romance
5688,6448,191,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama
5689,6449,21,From the Terrace (1960),Drama
5690,6450,191,"Heaven Knows, Mr. Allison (1957)",Drama|War
5691,6451,62,"Hot Rock, The (1972)",Comedy|Crime
5692,6452,21,"Long, Hot Summer, The (1958)",Drama
5693,6453,20,Man of Aran (1934),Documentary
5694,6454,152,Music Box (1989),Drama
5695,6455,168,North to Alaska (1960),Comedy|Western
5696,6457,191,Sink the Bismark! (1960),Action|Drama|War
5697,6458,191,"Blue Max, The (1966)",Adventure|Drama|War
5698,6459,191,"Desert Fox, The (1951)",Drama|War
5699,6460,163,"Trial, The (Procès, Le) (1962)",Drama
5700,6461,168,"Unforgiven, The (1960)",Drama|Western
5701,6462,168,"Undefeated, The (1969)",Western
5702,6463,42,Divine Trash (1998),Documentary
5703,6464,84,Good Burger (1997),Children|Comedy
5704,6465,113,Jubilee (1977),Drama
5705,6466,67,Mississippi Masala (1991),Drama|Romance
5706,6467,80,Quai des Orfèvres (Jenny Lamour) (1947),Crime|Drama
5707,6468,32,"Stranger Among Us, A (1992)",Crime|Drama|Romance
5708,6469,168,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Western
5709,6470,168,Chisum (1970),Western
5710,6471,154,Defense of the Realm (1986),Thriller
5711,6473,2,Half Moon Street (1986),Drama|Thriller
5712,6474,65,"Truce, The (a.k.a. La Tregua) (1996)",Drama
5713,6475,84,Opportunity Knocks (1990),Comedy
5714,6476,52,Shattered (1991),Mystery|Thriller
5715,6477,147,"Song of Bernadette, The (1943)",Drama
5716,6478,168,"Life and Times of Judge Roy Bean, The (1972)",Comedy|Western
5717,6480,6,Thoroughly Modern Millie (1967),Comedy|Musical
5718,6481,42,Where the Heart Is (1990),Comedy|Drama
5719,6482,76,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
5720,6483,17,From Justin to Kelly (2003),Musical|Romance
5721,6484,32,Hollywood Homicide (2003),Action|Crime|Drama
5722,6485,110,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy
5723,6486,111,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller
5724,6487,21,"Heart of Me, The (2002)",Drama|Romance
5725,6488,82,Jet Lag (Décalage horaire) (2002),Comedy|Romance
5726,6492,138,Tycoon (Oligarkh) (2002),Crime|Drama
5727,6493,41,Alex and Emma (2003),Comedy|Drama|Romance
5728,6495,80,Experiment in Terror (1962),Crime|Thriller
5729,6497,191,Is Paris Burning? (Paris brûle-t-il?) (1966),Drama|War
5730,6498,191,Murphy's War (1971),War
5731,6499,21,Orphans of the Storm (1921),Drama
5732,6500,151,"Satanic Rites of Dracula, The (1974)",Horror
5733,6502,143,28 Days Later (2002),Action|Horror|Sci-Fi
5734,6503,33,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
5735,6505,56,Ed and His Dead Mother (1993),Comedy|Horror
5736,6506,162,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller
5737,6508,62,"Bank, The (2001)",Thriller
5738,6509,58,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance
5739,6510,42,"Bodies, Rest & Motion (1993)",Drama|Romance
5740,6512,175,"Long Ships, The (1963)",Adventure
5741,6513,0,Made for Each Other (1939),Comedy|Drama|Romance
5742,6515,80,You Only Live Once (1937),Crime|Film-Noir
5743,6516,0,Anastasia (1956),Drama
5744,6517,51,"Babe, The (1992)",Drama
5745,6518,27,Flight of the Intruder (1991),Action|War
5746,6519,14,Fun with Dick and Jane (1977),Comedy
5747,6520,142,Knights of the Round Table (1953),Adventure|Drama
5748,6521,42,"Main Event, The (1979)",Comedy
5749,6522,164,Man's Favorite Sport? (1964),Comedy
5750,6523,51,Mr. Baseball (1992),Comedy|Romance
5751,6524,100,Never on Sunday (Pote tin Kyriaki) (1960),Comedy|Drama
5752,6525,102,Nuts (1987),Drama
5753,6526,39,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),Drama
5754,6527,185,Scaramouche (1952),Adventure|Romance
5755,6528,124,Start the Revolution Without Me (1970),Comedy
5756,6530,163,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller
5757,6531,102,"Hour of the Pig, The (1993)",Crime|Drama|Mystery
5758,6533,164,"What's Up, Doc? (1972)",Comedy
5759,6534,94,Hulk (2003),Action|Adventure|Sci-Fi
5760,6535,50,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
5761,6536,25,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
5762,6537,22,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
5763,6538,30,Swimming Pool (2003),Drama|Mystery|Thriller
5764,6539,175,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
5765,6541,94,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
5766,6542,161,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War
5767,6544,23,"Housekeeper, The (femme de ménage, Une) (2002)",Comedy|Drama|Romance
5768,6545,155,I Capture the Castle (2003),Drama|Romance
5769,6547,163,Northfork (2003),Drama|Fantasy
5770,6548,33,Bad Boys II (2003),Action|Comedy|Crime|Thriller
5771,6549,85,How to Deal (2003),Comedy|Drama|Romance
5772,6550,125,Johnny English (2003),Action|Comedy|Thriller
5773,6551,192,"Anarchist Cookbook, The (2002)",Comedy|Romance
5774,6552,129,Dirty Pretty Things (2002),Crime|Drama|Thriller
5775,6554,97,Garage Days (2002),Comedy|Musical
5776,6557,110,Born to Be Wild (1995),Adventure|Children|Comedy|Drama
5777,6558,41,Curly Sue (1991),Comedy|Drama
5778,6559,148,Little Giants (1994),Children|Comedy
5779,6560,84,Loose Cannons (1990),Action|Comedy
5780,6561,115,"Mouse That Roared, The (1959)",Comedy|War
5781,6562,42,Spencer's Mountain (1963),Comedy|Drama
5782,6563,42,Masked & Anonymous (2003),Comedy|Drama
5783,6564,182,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
5784,6565,159,Seabiscuit (2003),Drama
5785,6566,47,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children
5786,6567,114,Buffalo Soldiers (2001),Comedy|Crime|Drama|War
5787,6568,6,Camp (2003),Comedy|Musical
5788,6569,89,Hotel (2001),Comedy
5789,6571,100,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
5790,6572,84,Scorched (2003),Comedy|Crime
5791,6573,164,Avanti! (1972),Comedy|Drama
5792,6574,28,Eve of Destruction (1991),Action|Sci-Fi|Thriller
5793,6575,140,Gator (1976),Action|Drama
5794,6576,32,Juggernaut (1974),Action|Thriller
5795,6577,140,Kickboxer 2: The Road Back (1991),Action|Drama
5796,6578,164,"Kiss Me, Stupid (1964)",Comedy
5797,6579,108,"One, Two, Three (1961)",Comedy
5798,6581,164,"Private Life of Sherlock Holmes, The (1970)",Comedy|Drama|Mystery
5799,6582,16,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller
5800,6583,86,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Action|Sci-Fi
5801,6584,125,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller
5802,6585,137,White Lightning (1973),Action|Crime|Drama
5803,6586,83,American Wedding (American Pie 3) (2003),Comedy
5804,6587,17,Gigli (2003),Comedy|Crime|Romance
5805,6588,23,And Now... Ladies and Gentlemen... (2002),Romance|Thriller
5806,6591,150,"Magdalene Sisters, The (2002)",Drama
5807,6592,64,"Secret Lives of Dentists, The (2002)",Drama
5808,6593,128,Freaky Friday (2003),Children|Comedy|Fantasy
5809,6595,33,S.W.A.T. (2003),Action|Thriller
5810,6596,23,"Divorce, Le (2003)",Comedy|Drama|Romance
5811,6597,162,"Princess Blade, The (Shura Yukihime) (2001)",Action|Sci-Fi
5812,6598,171,Step Into Liquid (2002),Documentary
5813,6599,123,Accattone (1961),Drama
5814,6600,165,...And God Spoke (1993),Comedy
5815,6601,42,Big Trouble (1986),Comedy
5816,6602,56,Brain Damage (1988),Comedy|Horror
5817,6603,29,"Double Life, A (1947)",Crime|Drama|Film-Noir
5818,6604,123,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy
5819,6609,147,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama
5820,6610,56,"Honeymoon Killers, The (1970)",Crime|Thriller
5821,6611,123,Umberto D. (1952),Drama
5822,6612,150,Brother's Keeper (1992),Documentary
5823,6613,192,"Day of the Dolphin, The (1973)",Drama
5824,6614,165,I Love You to Death (1990),Comedy|Crime
5825,6615,126,Freddy vs. Jason (2003),Action|Horror|Thriller
5826,6616,83,Grind (2003),Action|Comedy
5827,6617,168,Open Range (2003),Western
5828,6618,34,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
5829,6619,41,Uptown Girls (2003),Comedy
5830,6620,74,American Splendor (2003),Comedy|Drama
5831,6624,128,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
5832,6625,128,Camp Nowhere (1994),Adventure|Children|Comedy
5833,6628,193,Hot Dog... The Movie (1984),Comedy
5834,6629,141,House of Wax (1953),Crime|Horror|Mystery|Thriller
5835,6630,147,"Inn of the Sixth Happiness, The (1958)",Adventure|Drama
5836,6631,170,Man's Best Friend (1993),Horror|Sci-Fi|Thriller
5837,6635,193,"Rachel Papers, The (1989)",Drama|Romance
5838,6636,174,"Sure Thing, The (1985)",Comedy|Romance
5839,6638,128,Valley Girl (1983),Comedy|Romance
5840,6639,173,Wait Until Dark (1967),Drama|Thriller
5841,6641,11,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama
5842,6642,16,Showdown in Little Tokyo (1991),Action|Crime
5843,6643,58,Tokyo Story (Tôkyô monogatari) (1953),Drama
5844,6644,183,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance
5845,6645,10,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi
5846,6646,193,Valley of the Dolls (1967),Drama
5847,6648,138,Chunhyang (2000),Drama|Musical|Romance
5848,6649,42,Tunes of Glory (1960),Drama
5849,6650,108,Kind Hearts and Coronets (1949),Comedy|Drama
5850,6651,111,Ash Wednesday (2002),Crime|Drama
5851,6652,168,Joe Kidd (1972),Western
5852,6653,70,"Keep, The (1983)",Horror|Thriller
5853,6656,1,Attack of the Puppet People (1958),Horror|Sci-Fi
5854,6657,1,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi
5855,6658,193,10 (1979),Comedy|Romance
5856,6659,1,Tremors (1990),Comedy|Horror|Sci-Fi
5857,6660,8,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance
5858,6662,124,"Pink Panther, The (1963)",Comedy|Crime
5859,6663,125,"Pink Panther Strikes Again, The (1976)",Comedy|Crime
5860,6664,16,Commando (1985),Action|Adventure
5861,6665,151,Dracula (1979),Horror|Romance
5862,6666,169,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy
5863,6667,150,Waco: The Rules of Engagement (1997),Documentary
5864,6668,120,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance
5865,6669,39,Ikiru (1952),Drama
5866,6670,180,Comic Book Villains (2002),Comedy
5867,6671,100,"Angel at My Table, An (1990)",Drama
5868,6672,26,War Photographer (2001),Documentary|War
5869,6676,48,Incident at Oglala (1992),Documentary
5870,6678,2,"Handmaid's Tale, The (1990)",Drama|Sci-Fi
5871,6679,187,Revolution OS (2001),Documentary
5872,6680,30,Live Nude Girls Unite! (2000),Documentary
5873,6681,81,All the Little Animals (1998),Drama|Thriller
5874,6682,138,Earth (1998),Drama|War
5875,6683,36,Fire (1996),Drama
5876,6684,11,Death in Venice (Morte a Venezia) (1971),Drama|Romance
5877,6685,76,Marci X (2003),Comedy|Musical
5878,6686,34,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy
5879,6687,76,My Boss's Daughter (2003),Comedy|Romance
5880,6689,192,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance
5881,6690,138,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery
5882,6692,68,Stoked: The Rise and Fall of Gator (2002),Documentary
5883,6695,126,Jeepers Creepers 2 (2003),Horror|Thriller
5884,6696,67,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance
5885,6699,165,Once Upon a Time in the Midlands (2002),Drama
5886,6700,6,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy|Drama|Musical|Romance
5887,6701,174,Zero Day (2002),Drama
5888,6702,84,Dickie Roberts: Former Child Star (2003),Comedy
5889,6703,153,"Order, The (2003)",Horror|Mystery|Thriller
5890,6704,174,Home Room (2002),Drama
5891,6705,68,Party Monster (2003),Comedy|Crime|Drama|Thriller
5892,6707,172,Cabin Fever (2002),Horror|Thriller
5893,6708,37,Matchstick Men (2003),Comedy|Crime|Drama
5894,6709,16,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
5895,6710,117,Dummy (2002),Comedy|Drama|Romance
5896,6711,46,Lost in Translation (2003),Comedy|Drama|Romance
5897,6713,46,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance
5898,6714,34,So Close (Chik Yeung Tin Sai) (2002),Action|Comedy|Romance|Thriller
5899,6717,138,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Comedy|Drama
5900,6718,154,Gotcha! (1985),Comedy
5901,6720,16,Kuffs (1992),Action|Comedy|Crime
5902,6721,34,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama
5903,6722,34,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance
5904,6723,34,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action
5905,6724,29,Paper Moon (1973),Comedy|Crime|Drama
5906,6725,118,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical
5907,6727,92,Targets (1968),Crime|Thriller
5908,6729,2,"Bostonians, The (1984)",Drama|Romance
5909,6730,14,Convoy (1978),Action|Comedy|Drama
5910,6731,145,Day of the Dead (1985),Horror|Sci-Fi|Thriller
5911,6732,127,"Hello, Dolly! (1969)",Comedy|Musical|Romance
5912,6734,140,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller
5913,6735,97,"Rose, The (1979)",Drama
5914,6736,56,See No Evil (1971),Crime|Drama|Horror|Thriller
5915,6740,170,Bingo (1991),Adventure|Comedy
5916,6741,56,God told Me To (1976),Crime|Horror|Mystery|Sci-Fi|Thriller
5917,6743,197,Jungle Book (1942),Adventure|Fantasy
5918,6744,151,Once Bitten (1985),Comedy|Horror
5919,6745,84,"Shrimp on the Barbie, The (1990)",Comedy
5920,6746,1,Squirm (1976),Horror|Romance
5921,6747,185,"Adventures of Huckleberry Finn, The (1960)",Adventure|Children
5922,6748,56,"Brood, The (1979)",Horror
5923,6749,185,"Prince and the Pauper, The (1937)",Adventure|Drama
5924,6750,64,Anything Else (2003),Comedy|Drama|Romance
5925,6751,17,Cold Creek Manor (2003),Drama|Thriller
5926,6752,6,"Fighting Temptations, The (2003)",Drama
5927,6753,57,Secondhand Lions (2003),Children|Comedy|Drama
5928,6754,15,Underworld (2003),Action|Fantasy|Horror
5929,6755,117,Bubba Ho-tep (2002),Comedy|Horror
5930,6756,103,Casa de los babys (2003),Drama
5931,6757,11,Demonlover (2002),Crime|Drama|Mystery|Thriller
5932,6759,178,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),Crime|Thriller
5933,6760,9,In This World (2002),Adventure|Drama
5934,6761,9,Tibet: Cry of the Snow Lion (2002),Documentary
5935,6762,36,Yossi & Jagger (2002),Drama|Romance
5936,6763,84,Duplex (2003),Comedy|Crime
5937,6764,33,"Rundown, The (2003)",Action|Adventure|Comedy
5938,6765,82,Under the Tuscan Sun (2003),Comedy|Drama|Romance
5939,6768,147,Luther (2003),Drama
5940,6769,36,Mambo Italiano (2003),Comedy
5941,6770,74,My Life Without Me (2003),Drama|Romance
5942,6771,83,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy
5943,6772,23,To Be and to Have (Être et avoir) (2002),Documentary
5944,6773,117,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
5945,6774,163,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller
5946,6775,198,Life and Debt (2001),Documentary
5947,6776,67,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance
5948,6777,152,Judgment at Nuremberg (1961),Drama
5949,6779,0,"Same Time, Next Year (1978)",Comedy|Drama|Romance
5950,6780,159,"Brief History of Time, A (1991)",Documentary
5951,6781,65,"Jacob the Liar (Jakob, der Lügner) (1975)",Drama
5952,6782,97,Leningrad Cowboys Go America (1989),Comedy|Musical
5953,6783,8,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama
5954,6784,97,"Song Remains the Same, The (1976)",Documentary|Musical
5955,6785,127,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western
5956,6786,131,Kiss of the Spider Woman (1985),Drama
5957,6787,53,All the President's Men (1976),Drama|Thriller
5958,6788,41,Angie (1994),Comedy|Drama|Romance
5959,6789,173,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance
5960,6790,101,Avalon (2001),Drama|Fantasy|Sci-Fi
5961,6791,58,Babette's Feast (Babettes gæstebud) (1987),Drama
5962,6792,120,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",Drama|Romance
5963,6793,170,Beethoven (1992),Children|Comedy|Drama
5964,6794,170,Beethoven's 2nd (1993),Children|Comedy
5965,6795,16,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller
5966,6796,129,Boyz N the Hood (1991),Crime|Drama
5967,6797,12,Bugsy (1991),Crime|Drama
5968,6798,6,Bugsy Malone (1976),Children|Comedy|Crime|Musical
5969,6800,16,Cobra (1986),Action|Crime
5970,6801,138,"Common Wealth (Comunidad, La) (2000)",Comedy|Thriller
5971,6802,52,Consenting Adults (1992),Thriller
5972,6803,56,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller
5973,6804,18,Crimewave (1985),Comedy|Crime
5974,6805,162,Crying Freeman (1995),Action|Crime|Thriller
5975,6806,42,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller
5976,6807,124,Monty Python's The Meaning of Life (1983),Comedy
5977,6808,191,Where Eagles Dare (1968),Action|Adventure|War
5978,6809,80,Tightrope (1984),Thriller
5979,6810,32,Sleeping with the Enemy (1991),Drama|Thriller
5980,6811,83,PCU (1994),Comedy
5981,6812,16,"Rookie, The (1990)",Action|Comedy|Thriller
5982,6813,84,"Ghost and Mr. Chicken, The (1966)",Comedy|Romance
5983,6814,111,City Heat (1984),Action|Comedy
5984,6815,165,Into the Night (1985),Action|Comedy|Drama|Thriller
5985,6816,174,Three O'Clock High (1987),Comedy
5986,6817,42,"White Hunter, Black Heart (1990)",Adventure|Drama
5987,6818,196,Come and See (Idi i smotri) (1985),Drama|War
5988,6820,56,Ginger Snaps (2000),Drama|Horror|Thriller
5989,6821,50,More American Graffiti (1979),Comedy
5990,6822,42,"Ballad of Little Jo, The (1993)",Drama|Western
5991,6823,32,Under Suspicion (1992),Crime|Drama|Thriller
5992,6825,95,"Reluctant Astronaut, The (1967)",Comedy
5993,6826,84,"Shakiest Gun in the West, The (1968)",Comedy|Western
5994,6827,76,It's Pat (1994),Comedy
5995,6828,138,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama
5996,6829,32,"Gun in Betty Lou's Handbag, The (1992)",Comedy|Mystery
5997,6830,80,Sudden Fear (1952),Film-Noir|Horror|Thriller
5998,6832,4,Regarding Henry (1991),Drama
5999,6834,42,Wilder Napalm (1993),Comedy|Fantasy|Romance
6000,6835,134,Alien Contamination (1980),Action|Horror|Sci-Fi
6001,6837,21,Love Affair (1939),Comedy|Drama|Romance
6002,6839,192,All I Want (Try Seventeen) (2002),Comedy|Drama|Romance
6003,6840,74,"Hospital, The (1971)",Comedy|Drama
6004,6841,192,Article 99 (1992),Comedy|Drama
6005,6842,163,Images (1972),Drama|Fantasy|Horror
6006,6844,42,Oleanna (1994),Drama
6007,6848,1,Kingdom of the Spiders (1977),Horror|Sci-Fi
6008,6849,38,Scrooge (1970),Drama|Fantasy|Musical
6009,6850,192,Leap of Faith (1992),Comedy|Drama
6010,6851,103,"Gas, Food, Lodging (1992)",Drama|Romance
6011,6852,177,In Cold Blood (1967),Crime|Drama
6012,6854,115,"Bedford Incident, The (1965)",Drama|Thriller|War
6013,6856,127,Yankee Doodle Dandy (1942),Drama|Musical
6014,6857,162,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy
6015,6858,169,Knife in the Water (Nóz w wodzie) (1962),Drama
6016,6859,21,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama|Fantasy
6017,6860,111,Mobsters (1991),Crime|Drama
6018,6862,52,Out of Time (2003),Crime|Drama|Thriller
6019,6863,97,School of Rock (2003),Comedy|Musical
6020,6864,118,"Concert for George, The (2003)",Documentary|Musical
6021,6867,74,"Station Agent, The (2003)",Comedy|Drama
6022,6868,136,Wonderland (2003),Crime|Drama|Mystery|Thriller
6023,6869,179,Bus 174 (Ônibus 174) (2002),Crime|Documentary
6024,6870,129,Mystic River (2003),Crime|Drama|Mystery
6025,6871,170,Good Boy! (2003),Children|Comedy|Sci-Fi
6026,6872,182,"House of the Dead, The (2003)",Action|Horror
6027,6873,164,Intolerable Cruelty (2003),Comedy|Romance
6028,6874,49,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6029,6875,18,Dopamine (2003),Comedy|Drama|Romance
6030,6876,42,"Flower of Evil, The (Fleur du mal, La) (2003)",Drama
6031,6879,102,Runaway Jury (2003),Drama|Thriller
6032,6880,172,"Texas Chainsaw Massacre, The (2003)",Horror
6033,6881,103,Pieces of April (2003),Comedy|Drama
6034,6882,101,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi
6035,6883,100,Sylvia (2003),Drama|Romance
6036,6884,159,Veronica Guerin (2003),Crime|Drama|Thriller
6037,6885,30,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller
6038,6886,41,Beyond Borders (2003),Drama|Romance|War
6039,6887,148,Radio (2003),Drama
6040,6888,76,Scary Movie 3 (2003),Comedy|Horror
6041,6889,197,Brother Bear (2003),Adventure|Animation|Children
6042,6890,20,Elephant (2003),Drama
6043,6892,89,"Singing Detective, The (2003)",Comedy|Drama|Musical|Mystery
6044,6893,62,"Italian Job, The (1969)",Action|Comedy|Crime
6045,6895,103,Normal (2003),Drama
6046,6896,65,Shoah (1985),Documentary|War
6047,6897,36,Unconditional Love (2002),Comedy|Drama
6048,6898,160,Sweet Sixteen (2002),Drama
6049,6899,134,Alien from L.A. (1988),Sci-Fi
6050,6900,53,Black Sunday (1977),Action|Drama|Thriller
6051,6902,10,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
6052,6903,193,Lipstick (1976),Drama
