,movieid,Cluster,title,genres
3574,3982,167,What's Cooking? (2000),Drama
3575,3983,33,You Can Count on Me (2000),Drama|Romance
3576,3984,158,Diamonds Are Forever (1971),Action|Adventure|Thriller
3577,3985,43,"Eagle Has Landed, The (1976)",Drama|War
3578,3986,34,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3579,3987,148,Bounce (2000),Drama|Romance
3580,3988,153,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3581,3989,148,One Day in September (1999),Documentary
3582,3990,147,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3583,3991,147,102 Dalmatians (2000),Children|Comedy
3584,3992,97,Malèna (2000),Drama|Romance|War
3585,3993,148,Quills (2000),Drama|Romance
3586,3994,54,Unbreakable (2000),Drama|Sci-Fi
3587,3996,6,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3588,3997,116,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
3589,3998,64,Proof of Life (2000),Drama
3590,3999,196,Vertical Limit (2000),Action|Adventure
3591,4000,2,"Bounty, The (1984)",Adventure|Drama
3592,4001,52,Code of Silence (1985),Action
3593,4002,184,"Planes, Trains & Automobiles (1987)",Comedy
3594,4003,140,She's Having a Baby (1988),Comedy
3595,4005,186,"Living Daylights, The (1987)",Action|Adventure|Thriller
3596,4006,11,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
3597,4007,14,Wall Street (1987),Drama
3598,4008,150,Born on the Fourth of July (1989),Drama|War
3599,4009,36,Talk Radio (1988),Drama
3600,4010,187,Brewster's Millions (1985),Comedy
3601,4011,133,Snatch (2000),Comedy|Crime|Thriller
3602,4012,43,Punchline (1988),Comedy|Drama
3603,4014,120,Chocolat (2000),Drama|Romance
3604,4015,48,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
3605,4016,82,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3606,4017,73,Pollock (2000),Drama
3607,4018,82,What Women Want (2000),Comedy|Romance
3608,4019,65,Finding Forrester (2000),Drama
3609,4020,128,"Gift, The (2000)",Thriller
3610,4021,127,Before Night Falls (2000),Drama
3611,4022,184,Cast Away (2000),Drama
3612,4023,121,"Family Man, The (2000)",Comedy|Drama|Romance
3613,4024,7,"House of Mirth, The (2000)",Romance
3614,4025,13,Miss Congeniality (2000),Comedy|Crime
3615,4026,152,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),Action|Comedy|Crime|Thriller
3616,4027,117,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3617,4028,180,Songcatcher (2000),Drama
3618,4029,98,State and Main (2000),Comedy|Drama
3619,4030,6,Dracula 2000 (2000),Horror
3620,4031,7,All the Pretty Horses (2000),Drama|Romance|Western
3621,4032,173,"Everlasting Piece, An (2000)",Comedy
3622,4033,186,Thirteen Days (2000),Drama|Thriller|War
3623,4034,130,Traffic (2000),Crime|Drama|Thriller
3624,4035,121,"Claim, The (2000)",Romance|Western
3625,4036,121,Shadow of the Vampire (2000),Drama|Horror
3626,4037,120,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
3627,4038,24,Kill Me Again (1989),Crime|Drama|Thriller
3628,4039,61,Annie (1982),Children|Musical
3629,4040,170,Don't Tell Mom the Babysitter's Dead (1991),Comedy
3630,4041,172,"Officer and a Gentleman, An (1982)",Drama|Romance
3631,4042,74,"Alamo, The (1960)",Action|Drama|War|Western
3632,4043,188,At Close Range (1986),Crime|Drama
3633,4044,121,Breaker! Breaker! (1977),Action|Adventure|Crime
3634,4045,170,Breakheart Pass (1975),Western
3635,4046,127,Friendly Persuasion (1956),Drama
3636,4047,87,Gettysburg (1993),Drama|War
3637,4048,154,Imaginary Crimes (1994),Drama
3638,4049,43,Rancho Deluxe (1975),Comedy|Western
3639,4051,14,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
3640,4052,87,Antitrust (2001),Crime|Drama|Thriller
3641,4053,87,Double Take (2001),Action|Comedy
3642,4054,170,Save the Last Dance (2001),Drama|Romance
3643,4055,87,Panic (2000),Drama
3644,4056,44,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
3645,4060,157,Love Field (1992),Drama
3646,4061,159,The Man in the Moon (1991),Drama|Romance
3647,4062,135,Mystic Pizza (1988),Comedy|Drama|Romance
3648,4063,87,Prelude to a Kiss (1992),Comedy|Drama|Romance
3649,4064,130,Coffy (1973),Action|Crime|Thriller
3650,4065,141,Foxy Brown (1974),Action|Crime|Drama
3651,4066,193,I'm Gonna Git You Sucka (1988),Action|Comedy
3652,4067,87,Untamed Heart (1993),Drama|Romance
3653,4068,87,Sugar & Spice (2001),Comedy
3654,4069,183,"Wedding Planner, The (2001)",Comedy|Romance
3655,4072,138,Faithless (Trolösa) (2000),Drama|Romance
3656,4073,80,"Invisible Circus, The (2001)",Drama|Romance
3657,4074,36,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
3658,4077,168,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
3659,4078,67,Amazing Grace and Chuck (1987),Drama
3660,4079,185,Amazon Women on the Moon (1987),Comedy|Sci-Fi
3661,4080,98,Baby Boom (1987),Comedy
3662,4081,28,Back to the Beach (1987),Comedy
3663,4082,154,Barfly (1987),Comedy|Drama|Romance
3664,4083,33,Best Seller (1987),Thriller
3665,4084,51,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
3666,4085,172,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
3667,4086,168,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
3668,4087,21,Big Shots (1987),Adventure|Children|Comedy
3669,4089,43,Born in East L.A. (1987),Comedy
3670,4090,52,"Brave Little Toaster, The (1987)",Animation|Children
3671,4091,87,Can't Buy Me Love (1987),Comedy|Romance
3672,4092,131,Cherry 2000 (1987),Romance|Sci-Fi
3673,4093,97,Cop (1988),Thriller
3674,4094,177,Critical Condition (1987),Comedy
3675,4095,64,Cry Freedom (1987),Drama
3676,4096,127,"Curse, The (a.k.a. The Farm) (1987)",Horror|Sci-Fi
3677,4097,173,Dead of Winter (1987),Horror|Thriller
3678,4098,120,"Dead, The (1987)",Drama
3679,4099,13,Death Before Dishonor (1987),Action|Drama
3680,4100,121,Disorderlies (1987),Comedy
3681,4102,170,Eddie Murphy Raw (1987),Comedy|Documentary
3682,4103,73,Empire of the Sun (1987),Action|Adventure|Drama|War
3683,4104,147,Ernest Goes to Camp (1987),Comedy
3684,4105,147,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
3685,4106,79,Extreme Prejudice (1987),Action|Crime|Drama|Thriller|Western
3686,4107,147,Family Viewing (1987),Drama
3687,4108,147,Five Corners (1987),Drama
3688,4109,127,Flowers in the Attic (1987),Drama|Thriller
3689,4110,173,"Fourth Protocol, The (1987)",Thriller
3690,4111,172,Gardens of Stone (1987),Drama|War
3691,4113,36,"Glass Menagerie, The (1987)",Drama
3692,4115,121,Hiding Out (1987),Comedy
3693,4116,150,Hollywood Shuffle (1987),Comedy
3694,4117,44,Hope and Glory (1987),Drama
3695,4118,128,Hot Pursuit (1987),Comedy
3696,4119,147,Housekeeping (1987),Comedy|Drama
3697,4120,67,Hunk (1987),Comedy
3698,4121,51,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
3699,4122,87,Ironweed (1987),Drama
3700,4123,128,Ishtar (1987),Comedy
3701,4124,87,Jaws: The Revenge (1987),Horror|Thriller
3702,4125,145,Leonard Part 6 (1987),Comedy|Sci-Fi
3703,4126,170,Less Than Zero (1987),Drama
3704,4127,128,"Like Father, Like Son (1987)",Comedy
3705,4128,32,"Lost Boys, The (1987)",Comedy|Horror|Thriller
3706,4129,198,Made in Heaven (1987),Fantasy|Romance
3707,4130,124,Maid to Order (1987),Comedy|Fantasy
3708,4131,170,Making Mr. Right (1987),Comedy|Romance|Sci-Fi
3709,4132,32,Mannequin (1987),Comedy|Romance
3710,4133,52,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
3711,4135,128,"Monster Squad, The (1987)",Adventure|Comedy|Horror
3712,4136,152,"Month in the Country, A (1987)",Drama
3713,4137,128,Morgan Stewart's Coming Home (1987),Comedy
3714,4138,67,My Demon Lover (1987),Comedy|Horror
3715,4139,175,No Man's Land (1987),Crime|Drama
3716,4140,87,North Shore (1987),Drama|Romance
3717,4141,87,Head Over Heels (2001),Comedy|Romance
3718,4142,53,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
3719,4143,67,Valentine (2001),Horror|Mystery
3720,4144,163,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
3721,4146,80,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance
3722,4147,61,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance
3723,4148,7,Hannibal (2001),Horror|Thriller
3724,4149,98,Saving Silverman (Evil Woman) (2001),Comedy|Romance
3725,4151,147,"Taste of Others, The (Le goût des autres) (2000)",Comedy|Drama|Romance
3726,4152,13,Vatel (2000),Drama
3727,4153,194,Down to Earth (2001),Comedy|Fantasy|Romance
3728,4154,127,Recess: School's Out (2001),Animation|Children
3729,4155,183,Sweet November (2001),Drama|Romance
3730,4156,63,Company Man (2000),Comedy
3731,4157,36,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance
3732,4158,173,Monkeybone (2001),Animation|Comedy|Fantasy
3733,4159,154,3000 Miles to Graceland (2001),Action|Thriller
3734,4160,173,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
3735,4161,55,"Mexican, The (2001)",Action|Comedy
3736,4162,183,See Spot Run (2001),Comedy
3737,4164,19,"Caveman's Valentine, The (2001)",Drama
3738,4165,174,"Me You Them (Eu, Tu, Eles) (2000)",Comedy|Drama|Romance
3739,4166,36,Series 7: The Contenders (2001),Action|Drama
3740,4167,79,15 Minutes (2001),Thriller
3741,4168,11,Get Over It (2001),Comedy|Romance
3742,4169,3,Blow Dry (a.k.a. Never Better) (2001),Comedy
3743,4173,147,When Brendan Met Trudy (2000),Comedy|Romance
3744,4174,147,Avalon (1990),Drama
3745,4175,54,Gray's Anatomy (1996),Comedy|Drama
3746,4176,8,Madadayo (a.k.a. Not Yet) (1993),Drama
3747,4177,148,"Mirror Crack'd, The (1980)",Crime|Mystery|Thriller
3748,4178,38,Of Mice and Men (1939),Drama
3749,4179,188,Pixote (1981),Drama
3750,4180,102,Reform School Girls (1986),Action|Drama
3751,4181,119,Tapeheads (1988),Comedy
3752,4182,34,Tuff Turf (1985),Drama
3753,4183,182,"Unbelievable Truth, The (1989)",Comedy|Drama
3754,4184,112,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
3755,4185,3,Elvis: That's the Way It Is (1970),Documentary
3756,4186,147,"Fortune Cookie, The (1966)",Comedy|Drama|Romance
3757,4187,170,Lilies of the Field (1963),Drama
3758,4188,168,Hans Christian Andersen (1952),Children|Musical
3759,4189,36,"Greatest Story Ever Told, The (1965)",Drama
3760,4190,134,Elmer Gantry (1960),Drama
3761,4191,87,Alfie (1966),Comedy|Drama|Romance
3762,4192,12,Demetrius and the Gladiators (1954),Drama
3763,4193,185,"Fantasticks, The (1995)",Musical
3764,4194,112,I Know Where I'm Going! (1945),Drama|Romance|War
3765,4195,61,"Abominable Dr. Phibes, The (1971)",Horror|Mystery
3766,4196,87,"Die, Monster, Die! (1965)",Horror|Mystery|Sci-Fi
3767,4197,120,Real Life (1979),Comedy
3768,4198,24,Battle Beyond the Stars (1980),Sci-Fi
3769,4199,48,Death Warrant (1990),Action
3770,4200,2,Double Impact (1991),Action
3771,4201,50,"End, The (1978)",Comedy
3772,4203,17,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama
3773,4204,17,Losin' It (1983),Comedy
3774,4205,96,Mermaids (1990),Comedy|Drama|Romance
3775,4206,35,"Mighty Quinn, The (1989)",Crime|Mystery
3776,4207,36,Navy Seals (1990),Action|Adventure|War
3777,4208,52,Unmade Beds (1997),Documentary
3778,4209,87,Rated X (2000),Drama
3779,4210,120,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
3780,4211,87,Reversal of Fortune (1990),Drama
3781,4212,75,Death on the Nile (1978),Crime|Mystery
3782,4213,87,Deepstar Six (1989),Horror|Sci-Fi|Thriller
3783,4214,176,Revenge of the Nerds (1984),Comedy
3784,4215,199,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
3785,4216,170,Longtime Companion (1990),Drama
3786,4217,63,4 Little Girls (1997),Documentary
3787,4218,180,River's Edge (1986),Crime|Drama
3788,4219,17,Girls Just Want to Have Fun (1985),Comedy
3789,4220,152,"Longest Yard, The (1974)",Comedy
3790,4221,188,Necessary Roughness (1991),Comedy
3791,4222,106,C.H.U.D. (1984),Horror
3792,4223,64,Enemy at the Gates (2001),Drama|War
3793,4224,7,Exit Wounds (2001),Action|Thriller
3794,4225,121,"Dish, The (2001)",Comedy
3795,4226,13,Memento (2000),Mystery|Thriller
3796,4227,19,"Brothers, The (2001)",Comedy|Drama
3797,4228,197,Heartbreakers (2001),Comedy|Crime|Romance
3798,4229,186,Say It Isn't So (2001),Comedy|Romance
3799,4231,80,Someone Like You (2001),Comedy|Romance
3800,4232,105,Spy Kids (2001),Action|Adventure|Children|Comedy
3801,4233,6,Tomcats (2001),Comedy
3802,4234,86,"Tailor of Panama, The (2001)",Drama|Thriller
3803,4235,156,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
3804,4236,57,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
3805,4237,109,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
3806,4238,58,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
3807,4239,52,Blow (2001),Crime|Drama
3808,4240,28,Just Visiting (2001),Comedy|Fantasy
3809,4241,169,Pokémon 3: The Movie (2001),Animation|Children
3810,4242,87,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
3811,4243,191,Brigham City (2001),Crime|Drama|Mystery
3812,4244,101,"Day I Became a Woman, The (Roozi khe zan shodam) (2000)",Drama
3813,4245,70,Shadow Magic (2000),Drama|Romance
3814,4246,192,Bridget Jones's Diary (2001),Comedy|Drama|Romance
3815,4247,36,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
3816,4248,48,Josie and the Pussycats (2001),Comedy
3817,4249,100,Kingdom Come (2001),Comedy
3818,4250,147,"Body, The (2001)",Drama|Sci-Fi
3819,4251,88,Chopper (2000),Drama|Thriller
3820,4252,22,"Circle, The (Dayereh) (2000)",Drama
3821,4253,171,Lakeboat (2000),Comedy
3822,4254,86,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
3823,4255,126,Freddy Got Fingered (2001),Comedy
3824,4256,114,"Center of the World, The (2001)",Drama
3825,4259,137,"Luzhin Defence, The (2000)",Drama|Romance
3826,4261,98,Lilies (1996),Drama|Fantasy|Romance
3827,4262,139,Scarface (1983),Action|Crime|Drama
3828,4263,8,Days of Wine and Roses (1962),Drama
3829,4265,88,Driven (2001),Action|Thriller
3830,4266,79,"Forsaken, The (2001)",Horror
3831,4267,154,One Night at McCool's (2001),Comedy
3832,4268,19,Town & Country (2001),Comedy
3833,4270,186,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
3834,4271,138,Eureka (Yurîka) (2000),Drama
3835,4272,19,Tuvalu (1999),Comedy
3836,4273,17,Under the Sand (2000),Drama
3837,4274,32,Cleopatra (1963),Drama|Romance
3838,4275,128,Krull (1983),Action|Adventure|Fantasy|Sci-Fi
3839,4276,120,Lost in America (1985),Comedy
3840,4277,120,"Lost World, The (1925)",Adventure|Sci-Fi
3841,4278,120,Triumph of the Will (Triumph des Willens) (1934),Documentary
3842,4279,36,True Believer (1989),Crime
3843,4280,55,"World According to Garp, The (1982)",Comedy|Drama|Romance
3844,4281,161,Candy (1968),Comedy
3845,4282,33,Fellini Satyricon (1969),Drama|Fantasy
3846,4283,154,Fellini's Roma (Roma) (1972),Drama
3847,4284,79,Frankie and Johnny (1966),Comedy
3848,4285,67,Frankie and Johnny (1991),Comedy|Romance
3849,4286,26,"Home of Our Own, A (1993)",Drama
3850,4287,154,Paris When It Sizzles (1964),Comedy|Romance
3851,4288,80,Pola X (1999),Drama|Romance
3852,4289,175,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama
3853,4290,128,For the Boys (1991),Comedy|Drama|Musical
3854,4291,27,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime
3855,4292,179,Norma Rae (1979),Drama
3856,4293,87,Summer Rental (1985),Comedy
3857,4294,101,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical
3858,4295,58,Backtrack (Catchfire) (1990),Action|Drama|Thriller
3859,4296,141,Love Story (1970),Drama|Romance
3860,4297,67,Pelle the Conqueror (Pelle erobreren) (1987),Drama
3861,4298,179,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
3862,4299,2,"Knight's Tale, A (2001)",Action|Comedy|Romance
3863,4300,75,Bread and Roses (2000),Drama
3864,4301,155,Calle 54 (2000),Documentary|Musical
3865,4302,45,"King Is Alive, The (2000)",Drama
3866,4303,100,Sordid Lives (2000),Comedy
3867,4304,9,Startup.com (2001),Documentary
3868,4305,29,Angel Eyes (2001),Romance|Thriller
3869,4306,19,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
3870,4307,79,"Fast Food, Fast Women (2000)",Comedy|Romance
3871,4308,196,Moulin Rouge (2001),Drama|Musical|Romance
3872,4310,83,Pearl Harbor (2001),Action|Drama|Romance|War
3873,4312,33,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama
3874,4313,193,"Man Who Cried, The (2000)",Drama
3875,4314,119,Our Song (2000),Drama
3876,4316,52,Ice Castles (1978),Drama
3877,4317,197,Love Potion #9 (1992),Comedy|Romance
3878,4318,170,Postcards From the Edge (1990),Comedy|Drama
3879,4319,89,Apache (1954),Western
3880,4320,34,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)",Comedy|Western
3881,4321,103,City Slickers (1991),Comedy|Western
3882,4322,149,Eight Men Out (1988),Drama
3883,4323,127,"Horse Soldiers, The (1959)",Adventure|War|Western
3884,4324,149,"Kentuckian, The (1955)",Drama|Western
3885,4325,35,"Night, The (Notte, La) (1960)",Drama
3886,4326,197,Mississippi Burning (1988),Crime|Drama|Thriller
3887,4327,160,"Magnificent Seven, The (1960)",Adventure|Western
3888,4328,103,"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)",Western
3889,4329,90,Rio Bravo (1959),Western
3890,4330,163,"Scarlet Empress, The (1934)",Drama
3891,4331,14,Semi-Tough (1978),Comedy
3892,4332,9,Suspect (1987),Crime|Drama|Thriller
3893,4333,180,Throw Momma from the Train (1987),Comedy|Crime
3894,4334,141,Yi Yi (2000),Drama
3895,4335,14,Midnight Madness (1980),Comedy
3896,4336,107,Nightwatch (Nattevagten) (1994),Horror|Thriller
3897,4337,153,"Sand Pebbles, The (1966)",Drama|Romance|War
3898,4338,63,Twelve O'Clock High (1949),Drama|War
3899,4339,183,Von Ryan's Express (1965),Action|Adventure|Drama|War
3900,4340,3,"Animal, The (2001)",Comedy
3901,4341,5,What's the Worst That Could Happen? (2001),Comedy
3902,4342,75,Big Eden (2000),Drama|Romance
3903,4343,156,Evolution (2001),Comedy|Sci-Fi
3904,4344,120,Swordfish (2001),Action|Crime|Drama
3905,4345,156,"Anniversary Party, The (2001)",Drama
3906,4347,120,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
3907,4349,46,Catch-22 (1970),Comedy|War
3908,4350,70,Forgotten Silver (1996),Comedy|Documentary
3909,4351,153,Point Break (1991),Action|Crime|Thriller
3910,4352,48,Shag (1989),Comedy|Drama
3911,4353,146,Uncommon Valor (1983),Action|War
3912,4354,33,Unlawful Entry (1992),Crime|Thriller
3913,4355,150,Youngblood (1986),Action|Drama
3914,4356,180,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
3915,4357,146,How to Marry a Millionaire (1953),Comedy|Drama|Romance
3916,4359,75,"Seven Year Itch, The (1955)",Comedy
3917,4360,134,There's No Business Like Show Business (1954),Musical
3918,4361,194,Tootsie (1982),Comedy|Romance
3919,4362,64,"Boys Next Door, The (1986)",Crime|Drama
3920,4363,179,Too Late the Hero (1970),Action|War
3921,4366,163,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
3922,4367,172,Lara Croft: Tomb Raider (2001),Action|Adventure
3923,4368,127,Dr. Dolittle 2 (2001),Comedy
3924,4369,152,"Fast and the Furious, The (2001)",Action|Crime|Thriller
3925,4370,148,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
3926,4371,28,Baby Boy (2001),Crime|Drama
3927,4372,151,Crazy/Beautiful (2001),Drama|Romance
3928,4373,80,Pootie Tang (2001),Comedy
3929,4375,30,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",Comedy|Drama
3930,4376,26,Down From the Mountain (2000),Documentary
3931,4378,120,Sexy Beast (2000),Crime|Drama
3932,4380,163,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
3933,4381,134,"Closet, The (Placard, Le) (2001)",Comedy
3934,4383,186,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
3935,4384,52,Lumumba (2000),Drama
3936,4386,112,Cats & Dogs (2001),Children|Comedy
3937,4387,163,Kiss of the Dragon (2001),Action
3938,4388,61,Scary Movie 2 (2001),Comedy
3939,4389,82,Lost and Delirious (2001),Drama
3940,4390,73,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
3941,4391,147,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama
3942,4392,0,Alice (1990),Comedy|Drama|Fantasy|Romance
3943,4393,89,Another Woman (1988),Drama
3944,4394,145,Beach Blanket Bingo (1965),Comedy|Musical
3945,4395,28,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime
3946,4396,123,"Cannonball Run, The (1981)",Action|Comedy
3947,4397,71,Cannonball Run II (1984),Action|Comedy
3948,4398,120,Speed Zone! (a.k.a. Cannonball Run III) (1989),Action|Comedy
3949,4399,79,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama
3950,4400,28,Donovan's Brain (1953),Sci-Fi
3951,4401,142,Donovan's Reef (1963),Action|Comedy|Romance
3952,4402,87,Dr. Goldfoot and the Bikini Machine (1965),Comedy
3953,4403,59,"Fall of the House of Usher, The (House of Usher) (1960)",Horror
3954,4404,144,Faust (1926),Drama|Fantasy|Horror
3955,4405,28,"Last Laugh, The (Letzte Mann, Der) (1924)",Drama
3956,4406,141,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
3957,4407,49,Salvador (1986),Drama|Thriller|War
3958,4408,108,September (1987),Drama
3959,4409,4,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller
3960,4410,116,Something Wild (1986),Comedy|Crime|Drama
3961,4411,8,Sons of Katie Elder (1965),Western
3962,4412,174,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi
3963,4413,141,Village of the Giants (1965),Sci-Fi
3964,4414,170,X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller
3965,4415,88,Cheech & Chong's Nice Dreams (1981),Comedy
3966,4416,56,"Day the Earth Caught Fire, The (1961)",Sci-Fi
3967,4417,89,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror
3968,4418,61,Things Are Tough All Over (1982),Comedy
3969,4419,152,All That Heaven Allows (1955),Drama|Romance
3970,4420,62,"Barefoot Contessa, The (1954)",Drama
3971,4422,66,Cries and Whispers (Viskningar och rop) (1972),Drama
3972,4423,66,"Entertainer, The (1960)",Drama
3973,4424,99,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
3974,4425,101,Howling III: The Marsupials (1987),Comedy|Horror
3975,4426,170,Kiss Me Deadly (1955),Film-Noir
3976,4427,159,"Lion in Winter, The (1968)",Drama
3977,4428,198,"Misfits, The (1961)",Comedy|Drama|Romance|Western
3978,4429,188,Moby Dick (1956),Drama
3979,4430,161,Popcorn (1991),Horror
3980,4431,82,Rembrandt (1936),Drama
3981,4432,82,Sweet Smell of Success (1957),Drama|Film-Noir
3982,4433,134,Written on the Wind (1956),Drama
3983,4434,50,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller
3984,4435,14,Colonel Redl (Oberst Redl) (1985),Drama
3985,4436,198,Obsession (1976),Mystery|Thriller
3986,4437,52,Suspiria (1977),Horror
3987,4438,52,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
3988,4439,52,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
3989,4440,35,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller
3990,4441,175,Game of Death (1978),Action
3991,4442,34,"Last Dragon, The (1985)",Action|Comedy|Drama
3992,4443,188,Outland (1981),Action|Sci-Fi|Thriller
3993,4444,87,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime
3994,4445,43,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
3995,4446,64,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
3996,4447,119,Legally Blonde (2001),Comedy|Romance
3997,4448,147,"Score, The (2001)",Action|Drama
3998,4450,146,Bully (2001),Crime|Drama|Thriller
3999,4451,128,Jump Tomorrow (2001),Comedy|Drama|Romance
4000,4452,70,Made (2001),Comedy
4001,4453,183,Michael Jordan to the Max (2000),Documentary|IMAX
4002,4454,43,More (1998),Animation|Drama|Sci-Fi|IMAX
4003,4458,79,Africa: The Serengeti (1994),Documentary|IMAX
4004,4459,172,Alaska: Spirit of the Wild (1997),Documentary|IMAX
4005,4462,51,18 Again! (1988),Comedy|Fantasy
4006,4463,147,1969 (1988),Drama|War
4007,4464,13,"Accidental Tourist, The (1988)",Comedy|Drama|Romance
4008,4465,170,"Accused, The (1988)",Drama
4009,4466,183,Above the Law (1988),Action|Crime|Drama
4010,4467,127,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
4011,4468,13,Apartment Zero (1988),Drama|Thriller
4012,4469,188,Appointment with Death (1988),Crime|Mystery
4013,4470,172,Ariel (1988),Drama
4014,4471,108,Arthur 2: On the Rocks (1988),Comedy|Romance
4015,4472,32,Bad Dreams (1988),Horror|Thriller
4016,4473,2,Bat*21 (1988),Drama|War
4017,4474,89,Beaches (1988),Comedy|Drama|Musical
4018,4475,47,"Beast of War, The (Beast, The) (1988)",Drama|War
4019,4476,116,Big Business (1988),Comedy
4020,4477,0,Big Top Pee-Wee (1988),Adventure|Children|Comedy
4021,4478,89,Biloxi Blues (1988),Comedy|Drama
4022,4479,162,Bird (1988),Drama|Musical
4023,4480,166,"Blob, The (1988)",Horror|Sci-Fi
4024,4481,179,"Boost, The (1988)",Drama
4025,4482,90,"Bright Lights, Big City (1988)",Drama
4026,4483,167,Caddyshack II (1988),Comedy
4027,4484,80,Camille Claudel (1988),Drama
4028,4485,91,Casual Sex? (1988),Comedy
4029,4486,110,Clean and Sober (1988),Drama
4030,4487,88,Cocktail (1988),Drama|Romance
4031,4488,192,Colors (1988),Action|Crime|Drama
4032,4489,14,Coming to America (1988),Comedy|Romance
4033,4490,60,"Couch Trip, The (1988)",Comedy
