,movieid,Cluster,title,genres
7347,26151,131,Au Hasard Balthazar (1966),Crime|Drama
7348,26152,71,Batman (1966),Action|Adventure|Comedy
7349,26153,90,Grand Prix (1966),Drama
7350,26155,189,Khartoum (1966),Action|Adventure|Drama|War
7351,26157,116,Manos: The Hands of Fate (1966),Horror
7352,26158,179,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War
7353,26159,67,Tokyo Drifter (Tôkyô nagaremono) (1966),Action|Crime|Drama
7354,26160,80,Asterix and the Gauls (Astérix le Gaulois) (1967),Action|Adventure|Animation|Children|Comedy
7355,26163,129,Don't Look Back (1967),Documentary|Musical
7356,26164,56,Fando and Lis (Fando y Lis) (1968),Adventure|Fantasy
7357,26169,96,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama
7358,26170,96,"Bride Wore Black, The (La mariée était en noir) (1968)",Crime|Drama
7359,26171,131,Play Time (a.k.a. Playtime) (1967),Comedy
7360,26172,119,Point Blank (1967),Action|Crime|Drama|Thriller
7361,26174,40,The Shooting (1966),Western
7362,26176,174,Titicut Follies (1967),Documentary|Drama
7363,26178,99,Two for the Road (1967),Comedy|Drama|Romance
7364,26181,128,"War Wagon, The (1967)",Action|Western
7365,26183,35,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy
7366,26184,139,"Diamond Arm, The (Brilliantovaya ruka) (1968)",Action|Adventure|Comedy|Crime|Thriller
7367,26187,193,Head (1968),Comedy|Fantasy|Musical
7368,26188,178,"Heart Is a Lonely Hunter, The (1968)",Drama
7369,26189,14,"I Love You, Alice B. Toklas! (1968)",Comedy
7370,26195,174,Sympathy for the Devil (1968),Documentary|Musical
7371,26198,46,"Yours, Mine and Ours (1968)",Children|Comedy
7372,26199,17,Alice's Restaurant (1969),Comedy|Drama
7373,26203,54,Colossus: The Forbin Project (1970),Sci-Fi|Thriller
7374,26204,128,Death Rides a Horse (Da uomo a uomo) (1967),Action|Western
7375,26208,168,My Night At Maud's (Ma Nuit Chez Maud) (1969),Comedy|Drama|Romance
7376,26219,17,Brewster McCloud (1970),Comedy
7377,26222,131,Dodes'ka-den (Clickety-Clack) (1970),Drama|Fantasy
7378,26225,169,"Claire's Knee (Genou de Claire, Le) (1970)",Comedy|Romance
7379,26226,160,"Hi, Mom! (1970)",Comedy
7380,26228,30,"Swedish Love Story, A (Kärlekshistoria, En) (1970)",Drama|Romance
7381,26230,193,On a Clear Day You Can See Forever (1970),Comedy|Musical|Romance
7382,26231,160,Performance (1970),Crime|Drama|Thriller
7383,26236,60,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",Action|Adventure|Comedy|Drama|Romance|War
7384,26237,148,Zabriskie Point (1970),Drama|Romance
7385,26240,72,"Beguiled, The (1971)",Drama|Thriller|War
7386,26241,138,The Devils (1971),Drama
7387,26242,90,Duel (1971),Action|Mystery|Thriller
7388,26245,17,"Go-Between, The (1970)",Drama|Romance
7389,26246,32,Johnny Got His Gun (1971),Drama|War
7390,26248,93,Let's Scare Jessica to Death (1971),Horror|Mystery
7391,26249,40,They Call Me Trinity (1971),Comedy|Western
7392,26252,143,"New Leaf, A (1971)",Comedy|Romance
7393,26256,81,Support Your Local Gunfighter (1971),Comedy|Romance|Western
7394,26257,182,Sweet Sweetback's Baadasssss Song (1971),Crime|Drama|Thriller
7395,26258,103,"Topo, El (1970)",Fantasy|Western
7396,26259,148,"Emigrants, The (Utvandrarna) (1971)",Drama
7397,26265,17,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance
7398,26268,159,The Tall Blond Man with One Black Shoe (1972),Comedy|Mystery
7399,26269,67,Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),Action|Crime
7400,26270,67,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972),Action|Adventure
7401,26271,0,Lady Sings the Blues (1972),Drama|Musical
7402,26280,90,Traffic (Trafic) (1971),Comedy
7403,26282,143,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)",Comedy
7404,26283,150,Charley Varrick (1973),Crime|Drama|Thriller
7405,26285,73,Dark Star (1974),Comedy|Sci-Fi|Thriller
7406,26288,93,Dracula (1973),Horror
7407,26289,68,Emperor of the North (Emperor of the North Pole) (1973),Action|Drama|Thriller
7408,26294,103,My Name Is Nobody (Il Mio nome è Nessuno) (1973),Comedy|Western
7409,26299,77,Phase IV (1974),Horror|Sci-Fi|Thriller
7410,26301,196,Save the Tiger (1973),Drama
7411,26302,148,Scarecrow (1973),Drama
7412,26303,4,Sisters (1973),Horror|Thriller
7413,26306,69,Theatre of Blood (1973),Comedy|Horror|Mystery
7414,26313,196,California Split (1974),Comedy|Drama
7415,26317,85,Emmanuelle (1974),Drama|Romance
7416,26318,160,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",Comedy|Drama
7417,26320,101,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),Drama|Horror|Sci-Fi
7418,26322,90,Gone in 60 Seconds (1974),Action|Crime|Drama
7419,26324,27,Harry and Tonto (1974),Comedy|Drama
7420,26325,170,Hearts and Minds (1974),Documentary|War
7421,26326,138,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
7422,26336,1,"Adventure of Sherlock Holmes' Smarter Brother, The (1975)",Comedy|Crime|Mystery
7423,26340,80,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy
7424,26342,171,"Farewell, My Lovely (1975)",Crime|Mystery|Thriller
7425,26344,161,French Connection II (1975),Action|Crime|Drama|Thriller
7426,26345,108,"Great Waldo Pepper, The (1975)",Drama|Romance
7427,26346,8,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",Drama
7428,26347,172,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance
7429,26349,171,Night Moves (1975),Crime|Thriller
7430,26350,148,"Passenger, The (Professione: reporter) (1975)",Drama
7431,26359,89,1900 (Novecento) (1976),Drama|War
7432,26360,186,"Small Change (Argent de poche, L') (1976)",Comedy|Drama
7433,26365,126,Futureworld (1976),Sci-Fi|Thriller
7434,26366,62,Harlan County U.S.A. (1976),Documentary
7435,26370,19,"Message, The (a.k.a. Mohammad: Messenger of God) (1976)",Adventure|Drama|War
7436,26371,40,The Missouri Breaks (1976),Drama|Western
7437,26375,159,Silver Streak (1976),Action|Comedy|Crime
7438,26378,4,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),Horror|Mystery|Thriller
7439,26379,19,Jesus of Nazareth (1977),Drama
7440,26383,54,Demon Seed (1977),Horror|Sci-Fi|Thriller
7441,26386,120,High Anxiety (1977),Comedy|Thriller
7442,26391,193,"New York, New York (1977)",Drama|Musical|Romance
7443,26393,27,Sorcerer (1977),Action|Thriller
7444,26394,152,"Turning Point, The (1977)",Drama|Romance
7445,26395,60,"Rutles: All You Need Is Cash, The (1978)",Comedy
7446,26398,73,Capricorn One (1978),Drama|Sci-Fi|Thriller
7447,26399,177,Five Deadly Venoms (1978),Action
7448,26400,174,Gates of Heaven (1978),Documentary
7449,26413,177,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy
7450,26414,148,"Wedding, A (1978)",Comedy|Drama
7451,26417,60,French Fried Vacation 2 (Les bronzés font du ski) (1979),Comedy
7452,26422,193,Hair (1979),Comedy|Drama|Musical
7453,26425,143,"In-Laws, The (1979)",Action|Comedy
7454,26431,148,Opening Night (1977),Drama
7455,26448,80,Pelle Svanslös (1981),Animation|Children
7456,26462,31,Bad Boys (1983),Crime|Drama|Thriller
7457,26463,78,Barefoot Gen (Hadashi no Gen) (1983),Animation|Drama|War
7458,26464,161,Blue Thunder (1983),Action|Crime|Drama
7459,26465,158,D.C. Cab (1983),Action|Comedy
7460,26467,6,"Day After, The (1983)",Drama|Sci-Fi
7461,26471,14,Eddie Murphy Delirious (1983),Comedy|Documentary
7462,26472,89,"Norte, El (1984)",Adventure|Drama
7463,26476,32,Merry Christmas Mr. Lawrence (1983),Drama|War
7464,26479,193,"Pirates of Penzance, The (1983)",Adventure|Comedy|Musical|Romance
7465,26485,57,Rumble Fish (1983),Drama
7466,26487,15,Star 80 (1983),Drama
7467,26488,7,"Star Chamber, The (1983)",Action|Crime|Drama|Thriller
7468,26491,179,To Be or Not to Be (1983),Comedy|Romance|War
7469,26492,77,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller
7470,26493,186,"4th Man, The (Fourth Man, The) (Vierde man, De) (1983)",Drama|Mystery|Thriller
7471,26494,145,Suburbia (1984),Drama
7472,26495,134,Yellowbeard (1983),Action|Adventure|Comedy
7473,26497,38,Another Country (1984),Drama|Romance
7474,26504,183,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller
7475,26509,54,Electric Dreams (1984),Comedy|Drama|Romance|Sci-Fi
7476,26512,96,"Hit, The (1984)",Crime|Drama|Thriller
7477,26513,110,"Ice Pirates, The (1984)",Action|Adventure|Comedy|Sci-Fi
7478,26521,169,Racing with the Moon (1984),Comedy|Drama|Romance
7479,26523,69,"Silent Night, Deadly Night (1984)",Horror|Thriller
7480,26524,79,"Times of Harvey Milk, The (1984)",Documentary
7481,26527,12,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama
7482,26529,197,Asterix vs. Caesar (Astérix et la surprise de César) (1985),Adventure|Animation|Children|Comedy
7483,26539,27,Death of a Salesman (1985),Drama
7484,26540,101,Demons (Dèmoni) (1985),Horror
7485,26547,177,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller
7486,26550,196,Mishima: A Life in Four Chapters (1985),Drama
7487,26554,141,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi
7488,26555,166,Spies Like Us (1985),Comedy
7489,26558,101,"Stuff, The (1985)",Comedy|Horror|Mystery|Sci-Fi
7490,26560,32,"Unknown Soldier, The (Tuntematon sotilas) (1985)",Drama|War
7491,26561,70,Vision Quest (1985),Drama|Romance
7492,26562,105,White Nights (1985),Drama
7493,26564,193,'Round Midnight (1986),Drama|Musical
7494,26565,80,Asterix in Britain (Astérix chez les Bretons) (1986),Adventure|Animation|Children|Comedy
7495,26567,158,Club Paradise (1986),Comedy
7496,26578,138,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama
7497,26585,119,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller
7498,26587,30,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
7499,26593,142,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi
7500,26599,38,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance
7501,26603,101,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller
7502,26606,195,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance
7503,26612,67,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Crime|Drama|Thriller
7504,26616,8,Cobra Verde (1987),Adventure|Drama
7505,26629,77,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi
7506,26630,105,Moonwalker (1988),Musical
7507,26631,56,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery
7508,26644,17,Landscape in the Mist (Topio stin omichli) (1988),Drama
7509,26662,176,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
7510,26663,7,Monsieur Hire (1989),Crime|Romance|Thriller
7511,26676,116,Almost an Angel (1990),Comedy
7512,26680,193,Cry-Baby (1990),Comedy|Musical|Romance
7513,26681,78,Bullet in the Head (1990),Action|Drama|War
7514,26684,23,Frankenhooker (1990),Comedy|Horror
7515,26686,44,Ghost Dad (1990),Comedy|Fantasy
7516,26688,67,Hard to Kill (1990),Action|Crime|Drama
7517,26691,196,I Hired a Contract Killer (1990),Comedy|Drama
7518,26694,89,Ju Dou (1990),Drama
7519,26695,31,"Krays, The (1990)",Drama
7520,26696,177,Lionheart (1990),Action
7521,26698,167,Narrow Margin (1990),Crime|Thriller
7522,26699,148,Close-Up (Nema-ye Nazdik) (1990),Drama
7523,26700,120,Nuns on the Run (1990),Comedy|Crime
7524,26702,106,"Reflecting Skin, The (1990)",Drama|Horror|Thriller
7525,26704,150,State of Grace (1990),Crime|Drama|Thriller
7526,26710,25,"Welcome Home, Roxy Carmichael (1990)",Comedy|Drama
7527,26712,129,35 Up (1991),Documentary
7528,26713,169,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance
7529,26717,138,Begotten (1990),Drama|Horror
7530,26726,26,Dutch (1991),Comedy
7531,26728,89,Guilty by Suspicion (1991),Drama
7532,26729,174,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary
7533,26731,7,Homicide (1991),Crime|Drama|Thriller
7534,26732,139,Johnny Stecchino (1991),Comedy
7535,26734,85,"Kiss Before Dying, A (1991)",Thriller
7536,26736,67,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller
7537,26741,88,Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance
7538,26744,172,Once Around (1991),Drama
7539,26745,118,Other People's Money (1991),Comedy|Drama|Romance
7540,26746,94,Out for Justice (1991),Action|Crime|Drama|Thriller
7541,26749,160,Prospero's Books (1991),Drama|Fantasy
7542,26750,103,Quigley Down Under (1990),Adventure|Drama|Western
7543,26758,148,All the Mornings of the World (Tous les matins du monde) (1991),Drama|Romance
7544,26760,104,Wild Hearts Can't Be Broken (1991),Drama|Romance
7545,26764,71,Captain America (1990),Action|Fantasy|Sci-Fi|Thriller|War
7546,26765,177,City Hunter (Sing si lip yan) (1993),Action|Comedy|Romance
7547,26770,178,Diggstown (1992),Drama
7548,26774,93,Innocent Blood (1992),Comedy|Horror
7549,26776,49,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
7550,26778,199,Ladybugs (1992),Comedy
7551,26782,92,"Mambo Kings, The (1992)",Drama|Musical
7552,26788,89,"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)",Comedy|Drama
7553,26791,179,Shining Through (1992),Drama|Romance|Thriller|War
7554,26792,52,Sidekicks (1992),Action|Adventure|Children|Comedy
7555,26796,169,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance
7556,26797,129,Visions of Light: The Art of Cinematography (1992),Documentary
7557,26803,17,House of Angels (Änglagård) (1992),Comedy|Drama
7558,26812,64,Barbarians at the Gate (1993),Drama
7559,26819,126,Fortress (1992),Action|Sci-Fi
7560,26828,46,Mr. Nanny (1993),Action|Children|Comedy
7561,26834,110,Philadelphia Experiment II (1993),Action|Adventure|Sci-Fi
7562,26838,42,"Snapper, The (1993)",Comedy|Drama
7563,26840,119,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama
7564,26841,120,Splitting Heirs (1993),Comedy
7565,26842,177,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993),Action|Adventure|Comedy|Drama
7566,26850,148,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),Drama
7567,26861,122,Freaked (1993),Comedy|Sci-Fi
7568,26865,177,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
7569,26870,120,Major League II (1994),Comedy
7570,26871,180,My Father the Hero (1994),Comedy|Romance
7571,26875,133,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller
7572,26901,81,Last of the Dogmen (1995),Adventure|Western
7573,26903,49,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
7574,26914,170,Trinity and Beyond (1995),Documentary
7575,26915,85,Tromeo and Juliet (1996),Comedy|Drama
7576,26925,81,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996),Comedy|Horror|Musical|Western
7577,26939,196,Drifting Clouds (Kauas pilvet karkaavat) (1996),Comedy|Drama
7578,26940,102,"Late Shift, The (1996)",Comedy
7579,26947,29,Pusher (1996),Crime|Thriller
7580,26965,10,"Boxer, The (1997)",Drama|Thriller
7581,26966,39,"Brave, The (1997)",Drama
7582,26974,148,Gummo (1997),Drama
7583,26985,126,Nirvana (1997),Action|Sci-Fi
7584,26989,145,Dance with the Devil (Perdita Durango) (1997),Action|Crime|Drama|Romance
7585,27003,91,Beowulf (1999),Action|Horror|Sci-Fi
7586,27004,93,From Dusk Till Dawn 3: The Hangman's Daughter (1999),Horror|Thriller|Western
7587,27005,171,"Interview, The (1998)",Crime|Drama|Mystery|Thriller
7588,27006,100,RKO 281 (1999),Drama
7589,27020,0,Gia (1998),Drama|Romance
7590,27022,67,Thursday (1998),Action|Crime|Thriller
7591,27032,177,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller
7592,27033,4,"Kingdom II, The (Riget II) (1997)",Drama|Horror|Mystery
7593,27040,15,Rogue Trader (1999),Crime|Drama
7594,27044,43,Breast Men (1997),Comedy|Drama
7595,27067,114,"Pentagon Wars, The (1998)",Comedy|War
7596,27073,167,Two Hands (1999),Comedy|Crime|Thriller
7597,27095,193,"Hole, The (Dong) (1998)",Drama|Musical
7598,27096,182,Of Freaks and Men (Pro urodov i lyudey) (1998),Drama
7599,27109,119,Lady Snowblood (Shurayukihime) (1973),Action|Crime|Drama|Thriller
7600,27112,177,"Tough Ones, The (Häjyt) (1999)",Action|Drama
7601,27124,196,Bleeder (1999),Drama|Thriller
7602,27134,168,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy
7603,27152,158,Pitkä kuuma kesä (1999),Comedy|Drama
7604,27156,49,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
7605,27162,196,He Died With a Felafel in His Hand (2001),Comedy
7606,27163,92,Something Is Happening (Kuch Kuch Hota Hai) (1998),Comedy|Musical|Romance
7607,27170,147,Cherry Falls (2000),Comedy|Horror|Mystery
7608,27178,3,In July (Im Juli) (2000),Comedy|Romance
7609,27180,155,Joan of Arc (1999),Adventure|Drama
7610,27186,80,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy
7611,27193,90,Taxi 2 (2000),Action|Comedy
7612,27198,120,Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki) (1998),Comedy
7613,27216,14,Katsastus (1988),Comedy|Drama
7614,27238,95,Guest House Paradiso (1999),Comedy|Thriller
7615,27246,12,If These Walls Could Talk 2 (2000),Drama|Romance
7616,27255,131,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama
7617,27266,160,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
7618,27271,79,Taboo (Gohatto) (1999),Drama
7619,27309,85,Restless (Levottomat) (2000),Drama|Romance
7620,27316,139,6ixtynin9 (Ruang Talok 69) (1999),Action|Comedy|Thriller
7621,27317,98,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller
7622,27326,175,Devdas (2002),Musical|Romance
7623,27327,5,Mimic 2 (2001),Horror|Sci-Fi|Thriller
7624,27329,61,Paradise Lost 2: Revelations (2000),Documentary
7625,27338,63,The Hole (2001),Drama|Horror|Mystery|Thriller
7626,27351,23,Spiral (2000),Horror
7627,27357,139,Old Men in New Cars (Gamle mænd i nye biler) (2002),Action|Comedy
7628,27362,92,"Sometimes Happiness, Sometimes Sorrow (Kabhi Khushi Kabhie Gham) (2001)",Drama|Musical|Romance
7629,27366,131,Werckmeister Harmonies (Werckmeister harmóniák) (2000),Drama
7630,27368,52,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy
7631,27369,117,Daria: Is It Fall Yet? (2000),Animation|Comedy
7632,27370,42,Late Night Shopping (2001),Comedy
7633,27373,64,61* (2001),Drama
7634,27376,89,"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller
7635,27391,79,"Laramie Project, The (2002)",Crime|Drama
7636,27392,134,Run Ronnie Run (2002),Comedy
7637,27397,32,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
7638,27402,63,Dagon (2001),Fantasy|Horror|Mystery|Thriller
7639,27408,167,Ripley's Game (2002),Drama|Thriller
7640,27416,3,Jalla! Jalla! (2000),Comedy|Drama|Romance
7641,27423,84,"O Auto da Compadecida (Dog's Will, A) (2000)",Adventure|Comedy
7642,27426,177,"Accidental Spy, The (Dak miu mai shing) (2001)",Action|Comedy|Thriller
7643,27432,17,"Beautiful Country, The (2004)",Drama
7644,27434,195,Darkness (2002),Horror|Mystery
7645,27441,20,Blood: The Last Vampire (2000),Action|Animation|Horror
7646,27450,81,Blueberry (2004),Adventure|Western
7647,27456,187,Shackleton's Antarctic Adventure (2001),Documentary|IMAX
7648,27461,147,My Little Eye (2002),Horror|Mystery|Thriller
7649,27473,147,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller
7650,27478,95,Ali G Indahouse (2002),Comedy
7651,27482,115,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi
7652,27491,146,Pulse (Kairo) (2001),Horror|Mystery|Thriller
7653,27509,12,Carolina (2005),Comedy|Romance
7654,27513,182,Dog Days (Hundstage) (2001),Drama
7655,27515,89,Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002),Drama|Romance
7656,27518,42,D.C.H. (Dil Chahta Hai) (2001),Comedy|Drama
7657,27523,3,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
7658,27524,147,"Gathering, The (2002)",Horror|Mystery|Thriller
7659,27528,39,"Warrior, The (2001)",Adventure|Drama
7660,27537,56,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi
7661,27550,19,Hell House (2001),Documentary
7662,27555,14,Fubar (2002),Comedy
7663,27563,193,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical
7664,27564,36,Sex Is Comedy (2002),Comedy|Drama|Romance
7665,27571,121,"Rage in Placid Lake, The (2003)",Comedy
7666,27584,63,Dead End (2003),Comedy|Horror|Mystery|Thriller
7667,27592,98,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
7668,27604,98,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller
7669,27608,126,Immortel (ad vitam) (Immortal) (2004),Action|Adventure|Animation|Fantasy|Sci-Fi
7670,27618,110,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller
7671,27620,14,Fear and Trembling (Stupeur et tremblements) (2003),Comedy
7672,27627,169,Oasis (2002),Drama|Romance
7673,27636,12,Herr Lehmann (2003),Comedy|Drama
7674,27641,102,Upswing (Nousukausi) (2003),Comedy|Drama
7675,27643,177,Pahat pojat (2003),Action|Crime|Drama
7676,27644,99,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance
7677,27646,79,Soldier's Girl (2003),Drama
7678,27647,38,Tipping the Velvet (2002),Comedy|Drama|Romance
7679,27648,12,Bright Young Things (2003),Comedy|Drama
7680,27660,162,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
7681,27664,160,"Brown Bunny, The (2003)",Drama
7682,27671,25,As If I Didn't Exist (Elina - Som om jag inte fanns) (2002),Children|Drama
7683,27674,151,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller
7684,27685,191,Bring It On Again (2004),Comedy
7685,27689,138,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller
7686,27695,1,Nicotina (2003),Action|Comedy|Drama
7687,27700,181,Evil (Ondskan) (2003),Drama
7688,27704,124,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
7689,27706,192,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
7690,27711,67,Naked Weapon (Chek law dak gung) (2002),Action|Drama|Romance|Thriller
7691,27713,129,Bukowski: Born into This (2003),Documentary
7692,27716,96,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance
7693,27717,134,Pearls and Pigs (Helmiä ja sikoja) (2003),Comedy
7694,27721,32,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
7695,27722,196,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance
7696,27724,108,Hitler: The Rise of Evil (2003),Drama
7697,27727,196,Head-On (Gegen die Wand) (2004),Drama|Romance
7698,27728,162,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
7699,27729,3,Kal Ho Naa Ho (2003),Comedy|Drama|Romance
7700,27731,176,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy
7701,27735,22,Unstoppable (2004),Action|Adventure|Comedy|Drama|Thriller
7702,27738,117,"Cathedral, The (Katedra) (2002)",Animation
7703,27741,8,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance
7704,27744,196,"Facing Windows (Finestra di fronte, La) (2003)",Drama|Romance
7705,27746,55,Ginger Snaps: Unleashed (2004),Horror|Thriller
7706,27751,93,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
7707,27754,22,Foolproof (2003),Action|Comedy|Crime|Thriller
7708,27758,59,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003)",Documentary
7709,27768,148,Intimate Strangers (Confidences trop intimes) (2004),Drama
7710,27772,195,Ju-on: The Grudge (2002),Horror
7711,27773,98,Old Boy (2003),Mystery|Thriller
7712,27776,148,Red Lights (Feux rouges) (2004),Drama
7713,27778,55,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
7714,27784,146,One Missed Call (Chakushin ari) (2003),Horror|Mystery
7715,27788,83,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller
7716,27790,130,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
7717,27792,193,"Saddest Music in the World, The (2003)",Comedy|Drama|Fantasy|Musical|Romance
7718,27793,86,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War
7719,27797,169,"Man Who Copied, The (Homem Que Copiava, O) (2003)",Comedy|Crime|Drama|Romance
7720,27798,195,Ju-on: The Grudge 2 (2003),Horror
7721,27800,49,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),Adventure|Animation|Fantasy|Musical|Sci-Fi
7722,27801,177,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
7723,27802,167,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller
7724,27803,181,"Sea Inside, The (Mar adentro) (2004)",Drama
7725,27808,75,Spanglish (2004),Comedy|Drama|Romance
7726,27812,129,Festival Express (2003),Documentary|Musical
7727,27815,178,"Chorus, The (Choristes, Les) (2004)",Drama
7728,27816,114,Saints and Soldiers (2003),Action|Adventure|Drama|War
7729,27820,129,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama
7730,27821,183,"Interpreter, The (2005)",Drama|Thriller
7731,27822,140,Open Water (2003),Drama|Thriller
7732,27826,38,Touch of Pink (2004),Comedy|Drama|Romance
7733,27827,68,Infernal Affairs III (Mou gaan dou III: Jung gik mou gaan) (2003),Action|Crime|Drama|Thriller
