,movieid,Cluster,title,genres,avg_rating,rating_counts
5966,6796,29,Boyz N the Hood (1991),Crime|Drama,3.764800995024876,4020
5967,6797,167,Bugsy (1991),Crime|Drama,3.25,612
5968,6798,58,Bugsy Malone (1976),Children|Comedy|Crime|Musical,3.2629032258064514,310
5969,6800,57,Cobra (1986),Action|Crime,2.5005549389567148,901
5970,6801,68,"Common Wealth (Comunidad, La) (2000)",Comedy|Thriller,3.5727272727272728,110
5971,6802,7,Consenting Adults (1992),Thriller,2.8448275862068964,116
5972,6803,63,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,3.35024154589372,414
5973,6804,153,Crimewave (1985),Comedy|Crime,3.011904761904762,84
5974,6805,157,Crying Freeman (1995),Action|Crime|Thriller,3.1631944444444446,144
5975,6806,22,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller,3.3739495798319328,119
5976,6807,14,Monty Python's The Meaning of Life (1983),Comedy,3.8577375377250496,9609
5977,6808,6,Where Eagles Dare (1968),Action|Adventure|War,3.8054911059551433,1293
5978,6809,7,Tightrope (1984),Thriller,3.2244444444444444,225
5979,6810,45,Sleeping with the Enemy (1991),Drama|Thriller,3.063223140495868,1210
5980,6811,149,PCU (1994),Comedy,3.142614601018676,589
5981,6812,90,"Rookie, The (1990)",Action|Comedy|Thriller,2.9069767441860463,430
5982,6813,26,"Ghost and Mr. Chicken, The (1966)",Comedy|Romance,3.251269035532995,197
5983,6814,161,City Heat (1984),Action|Comedy,2.5324074074074074,108
5984,6815,22,Into the Night (1985),Action|Comedy|Drama|Thriller,3.293269230769231,208
5985,6816,70,Three O'Clock High (1987),Comedy,3.476470588235294,340
5986,6817,17,"White Hunter, Black Heart (1990)",Adventure|Drama,3.2469512195121952,164
5987,6818,78,Come and See (Idi i smotri) (1985),Drama|War,4.082880434782608,736
5988,6820,55,Ginger Snaps (2000),Drama|Horror|Thriller,3.4614604462474645,986
5989,6821,158,More American Graffiti (1979),Comedy,2.7580645161290325,62
5990,6822,81,"Ballad of Little Jo, The (1993)",Drama|Western,3.2291666666666665,48
5991,6823,99,Under Suspicion (1992),Crime|Drama|Thriller,3.049019607843137,51
5992,6825,73,"Reluctant Astronaut, The (1967)",Comedy,2.891891891891892,74
5993,6826,81,"Shakiest Gun in the West, The (1968)",Comedy|Western,2.9908256880733943,109
5994,6827,122,It's Pat (1994),Comedy,1.6234939759036144,332
5995,6828,17,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama,3.8205128205128207,78
5996,6829,1,"Gun in Betty Lou's Handbag, The (1992)",Comedy|Mystery,2.5982142857142856,112
5997,6830,133,Sudden Fear (1952),Film-Noir|Horror|Thriller,3.425531914893617,47
5998,6832,39,Regarding Henry (1991),Drama,3.349628055260361,941
5999,6834,56,Wilder Napalm (1993),Comedy|Fantasy|Romance,2.7954545454545454,44
6000,6835,34,Alien Contamination (1980),Action|Horror|Sci-Fi,2.5,51
6001,6837,143,Love Affair (1939),Comedy|Drama|Romance,3.611111111111111,108
6002,6839,188,All I Want (Try Seventeen) (2002),Comedy|Drama|Romance,3.0046296296296298,108
6003,6840,27,"Hospital, The (1971)",Comedy|Drama,3.595238095238096,168
6004,6841,39,Article 99 (1992),Comedy|Drama,3.083333333333333,72
6005,6842,4,Images (1972),Drama|Fantasy|Horror,3.4,70
6006,6844,17,Oleanna (1994),Drama,3.174107142857143,112
6007,6848,101,Kingdom of the Spiders (1977),Horror|Sci-Fi,2.608695652173913,92
6008,6849,58,Scrooge (1970),Drama|Fantasy|Musical,3.565909090909091,220
6009,6850,39,Leap of Faith (1992),Comedy|Drama,3.0736738703339883,509
6010,6851,169,"Gas, Food, Lodging (1992)",Drama|Romance,3.3881278538812785,219
6011,6852,136,In Cold Blood (1967),Crime|Drama,3.921711899791232,958
6012,6854,37,"Bedford Incident, The (1965)",Drama|Thriller|War,3.483516483516484,91
6013,6856,58,Yankee Doodle Dandy (1942),Drama|Musical,3.6859344894026975,519
6014,6857,20,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,3.7760416666666665,1920
6015,6858,186,Knife in the Water (Nóz w wodzie) (1962),Drama,3.877721943048576,597
6016,6859,8,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama|Fantasy,3.738993710691824,159
6017,6860,167,Mobsters (1991),Crime|Drama,2.727777777777778,90
6018,6862,7,Out of Time (2003),Crime|Drama|Thriller,3.2476689976689976,858
6019,6863,26,School of Rock (2003),Comedy|Musical,3.3860200621644534,14156
6020,6864,193,"Concert for George, The (2003)",Documentary|Musical,3.8184713375796178,157
6021,6867,42,"Station Agent, The (2003)",Comedy|Drama,3.885504487353821,3677
6022,6868,29,Wonderland (2003),Crime|Drama|Mystery|Thriller,3.317635270541082,499
6023,6869,61,Bus 174 (Ônibus 174) (2002),Crime|Documentary,3.8218085106382977,376
6024,6870,136,Mystic River (2003),Crime|Drama|Mystery,3.8187326869806095,11552
6025,6871,9,Good Boy! (2003),Children|Comedy|Sci-Fi,2.8068181818181817,88
6026,6872,144,"House of the Dead, The (2003)",Action|Horror,1.3365384615384617,468
6027,6873,84,Intolerable Cruelty (2003),Comedy|Romance,3.205481843575419,2864
6028,6874,119,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,3.857820675791528,33827
6029,6875,65,Dopamine (2003),Comedy|Drama|Romance,3.232394366197183,71
6030,6876,17,"Flower of Evil, The (Fleur du mal, La) (2003)",Drama,3.138888888888889,54
6031,6879,45,Runaway Jury (2003),Drama|Thriller,3.6011252591057152,3377
6032,6880,69,"Texas Chainsaw Massacre, The (2003)",Horror,2.7825379609544467,1844
6033,6881,39,Pieces of April (2003),Comedy|Drama,3.5763239875389408,1284
6034,6882,91,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,3.295107033639144,327
6035,6883,0,Sylvia (2003),Drama|Romance,3.108510638297872,235
6036,6884,100,Veronica Guerin (2003),Crime|Drama|Thriller,3.362467866323908,389
6037,6885,85,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,2.6229338842975207,484
6038,6886,179,Beyond Borders (2003),Drama|Romance|War,3.127376425855513,263
6039,6887,18,Radio (2003),Drama,3.4718045112781954,1064
6040,6888,134,Scary Movie 3 (2003),Comedy|Horror,2.4165709362435384,3482
6041,6889,35,Brother Bear (2003),Adventure|Animation|Children,3.2840522133938705,1762
6042,6890,121,Elephant (2003),Drama,3.531702446330504,2003
6043,6892,186,"Singing Detective, The (2003)",Comedy|Drama|Musical|Mystery,2.761764705882353,170
6044,6893,90,"Italian Job, The (1969)",Action|Comedy|Crime,3.6301989150090415,2212
6045,6895,99,Normal (2003),Drama,3.407692307692308,65
6046,6896,87,Shoah (1985),Documentary|War,4.041811846689895,287
6047,6897,12,Unconditional Love (2002),Comedy|Drama,3.431372549019608,51
6048,6898,29,Sweet Sixteen (2002),Drama,3.572131147540984,305
6049,6899,86,Alien from L.A. (1988),Sci-Fi,1.6875,72
6050,6900,6,Black Sunday (1977),Action|Drama|Thriller,3.2180232558139537,172
6051,6902,132,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,3.9301397205588815,1002
6052,6903,68,Lipstick (1976),Drama,2.2777777777777777,45
6053,6906,158,That Was Then... This Is Now (1985),Drama,2.6,55
6054,6909,146,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller,3.3138195777351247,521
6055,6910,93,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Horror,3.110062893081761,159
6056,6918,25,"Unvanquished, The (Aparajito) (1957)",Drama,4.006720430107527,372
6057,6920,167,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,3.9468085106382977,517
6058,6921,89,Man of Marble (Czlowiek z Marmuru) (1977),Drama,3.5923076923076924,65
6059,6923,179,Sherlock Holmes and the Voice of Terror (1942),Crime|Mystery|War,3.316455696202532,79
6060,6924,151,Sherlock Holmes Faces Death (1943),Crime|Mystery,3.4242424242424243,66
6061,6925,151,Sherlock Holmes in Washington (1943),Crime|Mystery,3.245614035087719,57
6062,6927,169,"Human Stain, The (2003)",Drama|Romance|Thriller,3.066053511705685,598
6063,6928,12,"Die, Mommie, Die (2003)",Comedy,2.875,60
6064,6932,100,Shattered Glass (2003),Crime|Drama,3.664687252573238,1263
6065,6934,127,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.209997786876176,18074
6066,6935,190,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,3.962,250
6067,6936,192,Elf (2003),Children|Comedy|Fantasy,3.3494235398454326,7893
6068,6939,169,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,3.8412698412698414,126
6069,6940,106,In My Skin (Dans ma Peau) (2002),Drama,3.23943661971831,71
6070,6942,3,Love Actually (2003),Comedy|Drama|Romance,3.7291497975708494,13585
6071,6944,180,Father of the Bride (1991),Comedy,3.3396024464831804,3270
6072,6945,129,My Architect: A Son's Journey (2003),Documentary,3.8788546255506606,227
6073,6946,80,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,2.720665499124343,571
6074,6947,189,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,3.6326051060586817,7873
6075,6948,174,Tupac: Resurrection (2003),Documentary,3.244525547445256,137
6076,6949,86,"Big Empty, The (2003)",Comedy|Mystery|Sci-Fi,3.1403508771929824,114
6077,6950,103,"Missing, The (2003)",Adventure|Thriller|Western,3.1640625,704
6078,6951,46,"Cat in the Hat, The (2003)",Children|Comedy,1.9778830963665088,1266
6079,6952,195,Gothika (2003),Horror|Thriller,2.883602858217375,2659
6080,6953,106,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,3.68932107496464,7070
6081,6954,118,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,3.834026622296173,1202
6082,6957,14,Bad Santa (2003),Comedy|Crime,3.3326864147088866,4895
6083,6958,192,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,2.378625134264232,931
6084,6959,110,Timeline (2003),Action|Adventure|Sci-Fi,2.8295454545454546,1100
6085,6961,182,Damage (Fatale) (1992),Drama,3.525581395348837,215
6086,6963,87,Devil's Playground (2002),Documentary,3.720763723150358,419
6087,6964,181,Dance with a Stranger (1985),Crime|Drama|Thriller,3.492063492063492,63
6088,6965,62,Journeys with George (2002),Documentary,3.615384615384616,52
6089,6966,71,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,3.0701876302988187,1439
6090,6967,63,Dead of Night (1945),Horror|Mystery,3.701793721973094,223
6091,6968,86,Death Machine (1995),Action|Sci-Fi,2.4910714285714284,56
6092,6969,141,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi,3.34765625,128
6093,6970,54,Desk Set (1957),Comedy|Romance,3.887404580152672,524
6094,6971,68,Europa (Zentropa) (1991),Drama|Thriller,3.803571428571429,448
6095,6973,7,Final Analysis (1992),Drama|Romance|Thriller,2.763440860215054,186
6096,6974,139,"Freshman, The (1990)",Comedy|Crime,3.4393592677345537,874
6097,6975,98,Funny Games (1997),Drama|Horror|Thriller,3.753526354862658,1347
6098,6976,135,Tales from the Crypt (1972),Horror,3.16747572815534,206
6099,6977,167,New Jack City (1991),Action|Crime|Drama,3.1195856873822976,531
6100,6978,17,Slacker (1991),Comedy|Drama,3.660814606741573,712
6101,6979,54,WarGames (1983),Drama|Sci-Fi|Thriller,3.668384247331616,5434
6102,6980,26,Mr. Hobbs Takes a Vacation (1962),Comedy,3.557017543859649,114
6103,6981,19,"Ordet (Word, The) (1955)",Drama,4.026748971193416,243
6104,6982,32,Forbidden Games (Jeux interdits) (1952),Drama|War,3.9047619047619047,210
6105,6983,8,Jane Eyre (1944),Drama|Romance,3.7295719844357977,257
6106,6984,50,"Tale of Two Cities, A (1935)",Drama,3.794117647058824,221
6107,6985,138,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,3.996558505408063,1017
6108,6986,19,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama|Romance,3.68640350877193,684
6109,6987,4,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantasy|Horror,3.907332563510393,1732
6110,6988,8,Broken Blossoms or The Yellow Man and the Girl (1919),Drama|Romance,3.5285714285714285,175
6111,6989,166,Gorky Park (1983),Crime|Drama|Thriller,3.501751313485114,571
6112,6990,15,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama,3.614427860696517,402
6113,6991,2,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure|Drama|Romance,3.0070281124497997,498
6114,6992,180,Guarding Tess (1994),Comedy|Drama,3.0,480
6115,6993,30,Hannah and Her Sisters (1986),Comedy|Drama|Romance,3.915795586527294,2583
6116,6994,22,"Hard Way, The (1991)",Action|Comedy,2.9831932773109244,238
6117,6995,116,Hercules in New York (1970),Action|Comedy|Fantasy,1.921397379912664,229
6118,6996,110,Highlander II: The Quickening (1991),Action|Sci-Fi,2.1503608660785885,1247
6119,6997,150,Hoffa (1992),Crime|Drama,3.192941176470588,425
6120,6998,25,House of Cards (1993),Drama,3.3178807947019866,151
6121,6999,143,Housesitter (1992),Comedy|Romance,3.1204954954954958,444
6122,7000,120,Hudson Hawk (1991),Action|Adventure|Comedy,2.842663273960984,1179
6123,7001,77,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,3.6550684931506847,1825
6124,7002,65,Mindwalk (1990),Drama,3.5625,96
6125,7003,83,Kafka (1991),Comedy|Drama|Mystery|Sci-Fi|Thriller,3.51951951951952,333
6126,7004,26,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,2.857372654155496,3730
6127,7005,120,King Ralph (1991),Comedy,2.389273356401384,578
6128,7006,151,Knight Moves (1992),Mystery|Thriller,2.67032967032967,91
6129,7007,161,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,3.325301204819277,1660
6130,7008,182,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,3.497459349593496,984
6131,7009,64,Lorenzo's Oil (1992),Drama,3.350722311396469,623
6132,7010,85,"Lover, The (Amant, L') (1992)",Drama|Romance,3.5649546827794563,331
6133,7011,182,"Bullfighter, The (Matador) (1986)",Comedy|Crime|Drama,3.529816513761468,218
6134,7012,56,Mr. Destiny (1990),Comedy|Fantasy,3.111320754716981,265
6135,7013,133,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,3.9877916440586,1843
6136,7014,57,Nowhere to Run (1993),Action|Romance,2.68,200
6137,7015,1,Only the Lonely (1991),Comedy|Romance,2.977777777777778,180
6138,7016,158,Over the Top (1987),Action|Drama,2.4564777327935223,494
6139,7017,22,Passenger 57 (1992),Action|Thriller,2.8541017653167184,963
6140,7018,7,Presumed Innocent (1990),Crime|Drama|Thriller,3.652640264026403,1212
6141,7019,26,Project X (1987),Comedy|Drama,2.9743589743589745,273
6142,7020,169,Proof (1991),Comedy|Drama|Romance,3.6762048192771086,332
6143,7021,120,Pure Luck (1991),Comedy|Crime,2.757692307692308,130
6144,7022,119,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,3.791361517976032,6008
6145,7023,38,"Wedding Banquet, The (Xi yan) (1993)",Comedy|Drama|Romance,3.903030303030303,825
6146,7024,160,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,3.2206611570247934,605
6147,7025,114,"Midnight Clear, A (1992)",Drama|War,3.71072319201995,401
6148,7026,158,Summer School (1987),Comedy,3.068421052631579,475
6149,7027,128,Silverado (1985),Action|Western,3.667563412759416,1301
6150,7028,159,Quick Change (1990),Comedy|Crime,3.5809248554913293,692
6151,7029,101,Rabid (1977),Horror|Thriller,3.2,280
6152,7030,26,Radio Flyer (1992),Drama,3.4060773480662982,362
6153,7031,10,"Real McCoy, The (1993)",Action|Crime|Drama|Thriller,2.6151315789473686,152
6154,7032,99,Revenge (1990),Drama|Romance|Thriller,2.863970588235294,136
6155,7033,149,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Comedy|Romance,3.1146496815286624,628
6156,7034,38,Show Me Love (Fucking Åmål) (1998),Drama|Romance,3.811461794019933,1806
6157,7035,57,Streets of Fire (1984),Action|Romance,2.973821989528796,191
6158,7036,47,Teen Wolf (1985),Comedy|Fantasy,2.8396072013093288,1222
6159,7037,17,High Heels (Tacones lejanos) (1991),Comedy|Drama,3.5854700854700856,234
6160,7038,30,Things You Can Tell Just by Looking at Her (2000),Drama|Romance,3.4027777777777777,180
6161,7039,151,Thunderheart (1992),Crime|Mystery|Thriller,3.336858006042296,331
6162,7040,161,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,3.567528735632184,696
6163,7041,120,Trapped in Paradise (1994),Comedy|Crime,2.717277486910995,191
6164,7042,182,Betty Blue (37°2 le matin) (1986),Drama|Romance,3.751012145748988,494
6165,7043,148,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama,3.944234404536862,529
6166,7044,98,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,3.680072651790348,1927
6167,7045,130,"Witches, The (1990)",Children|Fantasy,3.4460255152109918,1019
6168,7046,23,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,3.206766917293233,1995
6169,7047,167,Year of the Dragon (1985),Action|Crime|Drama,3.17032967032967,182
6170,7048,120,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,3.2578849721706864,539
6171,7049,175,Flying Down to Rio (1933),Comedy|Musical|Romance,3.5,90
6172,7050,175,Follow the Fleet (1936),Comedy|Musical|Romance,3.73109243697479,119
6173,7051,60,"What's New, Pussycat (1965)",Comedy,3.1889400921658986,217
6174,7053,175,Roberta (1935),Comedy|Musical|Romance,3.411764705882353,51
6175,7054,8,Little Women (1949),Drama,3.511627906976744,215
6176,7055,175,Swing Time (1936),Comedy|Musical|Romance,3.892351274787536,353
6177,7056,150,"Public Enemy, The (1931)",Action|Crime|Drama,3.738095238095238,525
6178,7057,56,"Midsummer Night's Dream, A (1935)",Comedy|Fantasy|Romance,3.2113821138211383,123
6179,7058,60,Life with Father (1947),Comedy,3.71875,240
6180,7059,104,National Velvet (1944),Children|Drama,3.5389408099688477,321
6181,7060,19,Jesus Christ Superstar (1973),Drama|Musical,3.427758816837315,879
6182,7061,169,Dark Victory (1939),Drama|Romance,3.734439834024896,241
6183,7062,164,Birdman of Alcatraz (1962),Drama,3.7454242928452577,601
6184,7063,186,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,3.9746503496503496,1716
6185,7064,168,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,3.916349809885932,1052
6186,7065,72,"Birth of a Nation, The (1915)",Drama|War,3.105952380952381,420
6187,7066,108,"Blue Kite, The (Lan feng zheng) (1993)",Drama,3.535211267605634,71
6188,7067,56,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,3.809659090909091,352
6189,7068,186,Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Drama|Mystery|Romance,3.839248434237996,479
6190,7069,106,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,3.677570093457944,321
6191,7070,16,Red River (1948),Action|Adventure|Western,3.872431506849315,584
6192,7071,30,"Woman Under the Influence, A (1974)",Drama,3.98619957537155,471
6193,7072,128,Stagecoach (1939),Action|Drama|Romance|Western,3.859421734795613,1003
6194,7073,159,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery,3.856701940035273,1134
6195,7074,60,"Navigator, The (1924)",Comedy,3.827868852459016,244
6196,7075,58,"Court Jester, The (1956)",Adventure|Comedy|Musical,3.9064935064935065,770
6197,7076,161,Bullitt (1968),Action|Crime|Drama|Thriller,3.727076591154261,1854
6198,7077,169,Way Down East (1920),Drama|Romance,3.6120689655172415,58
6199,7078,8,Jezebel (1938),Drama,3.678423236514522,241
6200,7079,8,"Hunchback of Notre Dame, The (1939)",Drama,3.783292978208233,413
6201,7080,175,42nd Street (1933),Drama|Musical|Romance,3.6559485530546634,311
6202,7081,84,I'm No Angel (1933),Comedy,3.333333333333333,72
6203,7082,84,That Touch of Mink (1962),Comedy|Romance,3.636963696369637,303
6204,7083,0,Sweet Dreams (1985),Drama,3.5064102564102564,78
6205,7084,99,"Play It Again, Sam (1972)",Comedy|Romance,3.849578256794752,1067
6206,7085,84,Send Me No Flowers (1964),Comedy|Romance,3.5978835978835977,189
6207,7086,17,Pygmalion (1938),Comedy|Drama,3.839464882943144,299
6208,7087,108,"Passage to India, A (1984)",Adventure|Drama,3.6774891774891776,462
6209,7088,105,Black Orpheus (Orfeu Negro) (1959),Drama|Romance,3.872294372294372,462
6210,7089,25,Amarcord (1973),Comedy|Drama,3.887231503579952,838
6211,7090,2,Hero (Ying xiong) (2002),Action|Adventure|Drama,3.897158814958718,8236
6212,7091,199,Horse Feathers (1932),Comedy,3.97316538882804,913
6213,7092,8,Anna Karenina (1935),Drama|Romance,3.520833333333333,144
6214,7093,143,"Front Page, The (1974)",Comedy,3.452127659574468,188
6215,7094,68,Attraction (2000),Drama|Romance|Thriller,3.1791044776119404,67
6216,7095,182,Looking for Mr. Goodbar (1977),Drama,3.251207729468599,207
6217,7096,129,Rivers and Tides (2001),Documentary,3.919928825622776,281
6218,7097,17,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",Comedy|Drama,3.217391304347826,46
6219,7099,162,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,4.087735849056604,5300
6220,7101,3,Doc Hollywood (1991),Comedy|Romance,2.999535747446611,1077
6221,7102,159,Dragnet (1987),Comedy|Crime|Drama,2.893670886075949,790
6222,7103,143,Madhouse (1990),Comedy,2.512987012987013,77
6223,7104,120,1941 (1979),Comedy|War,2.8291492329149235,717
6224,7107,159,Foul Play (1978),Comedy|Thriller,3.536274509803921,510
6225,7108,177,Crime Story (Zhong an zu) (1993),Action|Crime|Drama,3.284210526315789,95
6226,7109,160,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,3.143939393939394,66
6227,7111,99,Ryan's Daughter (1970),Drama|Romance,3.442857142857143,105
6228,7112,30,Accident (1967),Crime|Drama,3.5384615384615383,52
6229,7114,4,"Collector, The (1965)",Drama|Horror|Thriller,3.7060085836909873,233
6230,7115,4,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,3.7517421602787455,574
6231,7116,171,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller,3.959509658246657,1346
6232,7117,135,Leprechaun (1993),Comedy|Horror,2.1026970954356847,482
6233,7118,49,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War,3.547535211267605,284
6234,7119,1,Crazy People (1990),Comedy,3.127450980392157,153
6235,7121,84,Adam's Rib (1949),Comedy|Romance,3.873405299313052,1019
6236,7122,32,King of Hearts (1966),Comedy|Drama|War,3.8780487804878048,328
6237,7123,186,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,3.6587061668681984,1654
6238,7124,62,Grass (1999),Documentary,3.62007874015748,254
6239,7125,17,Spring Forward (1999),Drama,3.5,71
6240,7126,133,"Killing of a Chinese Bookie, The (1976)",Comedy|Crime|Drama|Film-Noir|Musical,3.7628205128205128,234
6241,7127,90,Run (1991),Action|Drama|Thriller,2.5985915492957745,71
6242,7128,73,Things to Come (1936),Sci-Fi,3.47948717948718,195
6243,7130,30,Darling (1965),Drama,3.480392156862745,102
6244,7131,99,"Summer Place, A (1959)",Drama,3.207547169811321,53
6245,7132,60,"Night at the Opera, A (1935)",Comedy|Musical|Romance,4.008172796263865,1713
6246,7133,86,Metalstorm: The Destruction of Jared-Syn (1983),Action|Adventure|Sci-Fi,1.9270833333333333,48
6247,7134,68,"Element of Crime, The (Forbrydelsens Element) (1984)",Drama|Thriller,3.327127659574468,188
6248,7135,167,Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime|Drama|Romance|Thriller,3.9275092936802976,538
6249,7136,99,Stolen Kisses (Baisers volés) (1968),Comedy|Drama|Romance,3.865234375,256
6250,7137,182,"Cooler, The (2003)",Comedy|Drama|Romance,3.463483146067416,1602
6251,7139,178,In America (2002),Drama|Romance,3.88418323249784,2314
6252,7141,174,My Flesh and Blood (2003),Documentary,3.732142857142857,84
6253,7142,152,Honey (2003),Drama|Romance,2.6866791744840524,533
6254,7143,189,"Last Samurai, The (2003)",Action|Adventure|Drama|War,3.668189605939463,15759
6255,7147,132,Big Fish (2003),Drama|Fantasy|Romance,3.798579415791876,17528
6256,7148,111,Love Don't Cost a Thing (2003),Drama|Romance,2.668421052631579,95
6257,7149,75,Something's Gotta Give (2003),Comedy|Drama|Romance,3.472124014141964,3677
6258,7150,134,Stuck on You (2003),Comedy,2.708706265256306,1229
6259,7151,168,Girl with a Pearl Earring (2003),Drama|Romance,3.484025559105431,2191
6260,7152,136,"Statement, The (2003)",Drama|Thriller,2.9578313253012047,83
6261,7153,156,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,4.0903399807075225,50797
6262,7154,149,Mona Lisa Smile (2003),Drama|Romance,3.2005378409527467,2603
6263,7155,64,Calendar Girls (2003),Comedy,3.4977460555972955,1331
6264,7156,170,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,4.086503948312994,2786
6265,7157,120,"Hebrew Hammer, The (2003)",Comedy,2.730366492146597,191
6266,7158,106,House of Sand and Fog (2003),Drama,3.694101235552013,2509
6267,7160,181,Monster (2003),Crime|Drama,3.610570236439499,4314
6268,7161,46,Cheaper by the Dozen (2003),Children|Comedy,2.821841739935216,2161
6269,7162,72,Cold Mountain (2003),Drama|Romance|War,3.5142276422764227,3936
6270,7163,126,Paycheck (2003),Action|Sci-Fi|Thriller,3.256475903614458,3320
6271,7164,130,Peter Pan (2003),Action|Adventure|Children|Fantasy,3.3916666666666666,1560
6272,7165,105,"Company, The (2003)",Drama|Musical,3.1729166666666666,240
6273,7167,17,Japanese Story (2003),Drama,3.24468085106383,188
6274,7168,85,Secret Things (Choses secrètes) (2002),Drama,3.0584415584415585,77
6275,7169,75,Chasing Liberty (2004),Comedy|Romance,3.163652802893309,553
6276,7170,120,My Baby's Daddy (2004),Comedy,2.130434782608696,46
6277,7171,62,Aileen: Life and Death of a Serial Killer (2003),Documentary,3.4710610932475885,311
6278,7172,131,Distant (Uzak) (2002),Drama,3.563063063063063,111
6279,7173,75,Along Came Polly (2004),Comedy|Romance,2.945538057742782,3810
6280,7174,9,Teacher's Pet (2004),Animation|Children,2.340579710144928,69
6281,7175,57,Torque (2004),Action|Crime,2.120991253644315,343
6282,7176,131,Crimson Gold (Talaye sorgh) (2003),Drama,3.6666666666666665,78
6283,7177,25,Osama (2003),Drama,3.628712871287129,303
6284,7178,17,"Great Gatsby, The (1974)",Drama,3.1883942766295705,629
6285,7179,50,Wuthering Heights (1992),Drama|Romance,3.229064039408867,203
6286,7181,27,Ship of Fools (1965),Drama,3.4864864864864864,111
6287,7183,158,There's a Girl in My Soup (1970),Comedy,2.9615384615384617,65
6288,7184,169,This Property is Condemned (1966),Drama|Romance,3.2333333333333334,45
6289,7185,86,Real Men (1987),Comedy|Sci-Fi,2.9466666666666668,75
6290,7186,159,Once Upon a Crime... (1992),Comedy|Mystery,2.774193548387097,62
6291,7189,1,"Car 54, Where Are You? (1994)",Comedy,1.7662337662337662,77
6292,7190,8,Jane Eyre (1970),Drama,3.522935779816514,109
